Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Superintending Engineer, EDD,CKD","O/o. Superintending Engineer, Earth Dam Division, Chitrakonda,Dist. Malkangiri.",M.R to Gate Shaft Odisha Tunnel for the year 2025-26 such as fixing of G.I. Wire mesh fencing to boundary and repair to existing masonry walls.,"Earth work,Filling foundation,CC M10 12mm C,P,white washing,supply and Fixing of M.S.angle, Welded wire mesh and GI barbed wire.",Please refer Tender documents. ,NA ,"11,34,337",Civil Works - Others,NA ,Tender,90.0,90.0,Gate shaft Odisha Tunnel near T.Camp.,764052.0,NA ,NA ,NA ,"O/O SE, Chitrakonda.",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD, ,Contractor RC, GSTIN, PAN, Affidavit, NRC, and any other documents as per DTCN.","CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",SE-EDD-CKD-02/2025-26.,2025_CCEBA_123496_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,20-Dec-2025 10:00 AM,31-Dec-2025 10:30 AM,20-Dec-2025 10:00 AM,30-Dec-2025 05:00 PM,20-Dec-2025 10:00 AM ,29-Dec-2025 05:00 PM ,20-Dec-2025 10:00 AM,30-Dec-2025 05:00 PM,"11,400",Yes,fixed,,Nil,Nil,AOC,Er.Sanoj Sahu,Internal,Er.A.K.Hembram and Vijayasingh Meena,SANOJ SAHU,16-Jan-2026 06:36 PM,finsummary_572328.pdf (242.53 KB),"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",2025_CCEBA_123496_4,SE-EDD-CKD-02/2025-26.,M.R to Gate Shaft Odisha Tunnel for the year 2025-26 such as fixing of G.I. Wire mesh fencing to boundary and repair to existing masonry walls.,1.0,3327747.0,Rahel Dev Mondal,INR,"964,300",Finance,The tender has opened on 08.01.2026.,SANOJ SAHU,16-Jan-2026 12:55 PM,finance_572328.pdf,BOQ Comparative Chart,1,3327677,BALARAM DAS,25-Dec-2025 01:57 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,16-Jan-2026,"INR 964,300",90.0,SANOJ SAHU,17-Jan-2026 01:05 PM,AOC02.pdf (682.00 KB),"he work has awarded to Srii Rahuldev Mandal, Contractor vide this office Agreement No. 40P1/25-26.",Er.Sanoj Sahu,Internal,Er.A.K.Hembram and Vijayasingh Meena.,SANOJ SAHU,16-Jan-2026 01:56 PM,techsummary_572328.pdf (242.53 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity.,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3331805,BALARAM PADIARY,27-Dec-2025 03:45 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3338526,BIBEK KUMAR DEURI,29-Dec-2025 09:21 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3331190,BIBHUDATTA PATRA,27-Dec-2025 11:45 AM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3338321,PRATIMA DAKUA,29-Dec-2025 08:12 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3327330,RABIN MANDAL,25-Dec-2025 12:28 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3330642,RADHAKANTA MANDAL,26-Dec-2025 07:31 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3327747,Rahel Dev Mondal,25-Dec-2025 03:05 PM,Accepted-AOC,"he work has awarded to Srii BRahuldev Mandal, Contractor vide this office Agreement No. 40P1/25-26.",17-Jan-2026 01:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3325324,rajendra kumar siya,24-Dec-2025 10:50 AM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3336371,Ram Prasad Bhadra,29-Dec-2025 05:11 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:36 PM,,,,,,,,,,,,,,AOC
