Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,1501/06.11.2025,2025_OLIC_121304_63,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,Badabasini-XIII and Badabasini-XIV,"Installation, electrification and energization of L.I. Projects Badabasini-XIII and Badabasini-XIV under Umerkote Block of Nabarangpur District",As per DTCN ,NA ,"57,15,861",Civil Works - Lift Irrigation Schemes,Electrification ,Tender,180.0,120.0,Nabarangpur,764059.0,NA ,NA ,NA ,"Office of the Executive Engineer, Lift irrigation",No ,No,17-Nov-2025 10:00 AM,25-Nov-2025 11:00 AM,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,17-Nov-2025 10:00 AM ,21-Nov-2025 05:00 PM ,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,1.0,ICICI BANK,"57,159",No,percentage,1.0%,Nil,Nil,"Executive Engineer, Lift irrigation Division, Naba","Executive Engineer, Lift irrigation Division, Nabarangpur, Odisha, Pin Code-764059",1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License, PAN, GST, Joint Venture, Experience certificate, Affidavit",AOC,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,05-Jan-2026 06:30 PM,finsummary_564865.pdf (31.26 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2025_OLIC_121304_63,1501/06.11.2025,Badabasini-XIII and Badabasini-XIV,1.0,3246915.0,BADAL PATTNAIK,INR,"6,744,716",Finance,Opened successfully,Dillip Kumar Das,03-Dec-2025 03:49 PM,finance_564865.pdf,BOQ Comparative Chart,05-Jan-2026,"INR 6,744,716",120.0,Dillip Kumar Das,10-Jan-2026 12:18 PM,Badabasini13badabasini14.pdf (7131.00 KB),Work Order,1.0,3248046.0,ANUP POWER INFRASTRUCTURE,23-Nov-2025 01:47 PM,Rejected-Finance,Disqualified,05-Jan-2026 06:30 PM,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,03-Dec-2025 03:52 PM,techsummary_564865.pdf (31.25 KB),1.0,Revocation,Revocation to be done due to wrongly rejected,03-Dec-2025 11:38 AM,corrigendum.pdf ,174.29,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Bill of quantities,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3246915.0,BADAL PATTNAIK,23-Nov-2025 11:33 AM,Accepted-AOC,Qualified,10-Jan-2026 12:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN documents,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
