Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
22-Jan-2026,"INR 720,430",30.0,Subash Chandra Besra,22-Jan-2026 01:46 PM,agt.pdf (144.00 KB),1,3236147,ANIL KUMAR RANA,18-Nov-2025 06:20 PM,Accepted-AOC,Drawn the agreement,22-Jan-2026 01:46 PM,1.0,3236147.0,ANIL KUMAR RANA,INR,"720,430",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_121181_14,SERWDGH-Online-04 of 2025-26,Repair to Bridge over Lambodara Nallah at Jharasahi to Aradabahal Road under AMP 2025-26 in the district of Deogarh,Finance,All are accepted,Subash Chandra Besra,25-Nov-2025 02:16 PM,,BOQ Comparative Chart,SE,Internal,,Subash Chandra Besra,22-Jan-2026 01:38 PM,finsummary_563826.pdf (143.76 KB),SE,Internal,,Subash Chandra Besra,22-Jan-2026 01:35 PM,techsummary_563826.pdf (143.76 KB),AOC,13-Nov-2025 09:00 AM,21-Nov-2025 11:00 AM,13-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,13-Nov-2025 09:00 AM ,19-Nov-2025 05:00 PM ,13-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"4,000",0.0,Nil,Nil,No,"8,475",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,SERWDGH-Online-04 of 2025-26,2025_CERWI_121181_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,SE RW Division Deogarh,O/o the SE RW Division Deogarh,Repair to Bridge over Lambodara Nallah at Jharasahi to Aradabahal Road under AMP 2025-26 in the district of Deogarh,Road work,Please refer Tender documents. ,NA ,"8,47,465",Civil Works - Roads,NA ,Tender,90.0,30.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the SE RW Division Deogarh,No ,No,AOC
,,,,,,2,3240186,BIDYUT LATA PRADHAN,20-Nov-2025 08:34 AM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,TCN,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3236478,DHIREN KUMAR DEO,18-Nov-2025 09:02 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3238813,MAHESWARI PRASAD GANGDEB,19-Nov-2025 05:11 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3241877,MITRAVANU BEHERA,20-Nov-2025 03:23 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3236160,Pratap Kumar Deb,19-Nov-2025 02:36 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3227402,PREMANANDA PRADHAN,15-Nov-2025 01:50 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3236966,SAUMYAKANTA PRADHAN,19-Nov-2025 10:37 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3240318,SOUMYA RANJAN BEHERA,20-Nov-2025 02:53 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3239772,SURENDRA NARAYAN MISHRA,19-Nov-2025 10:08 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
