S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
1.0,3298717.0,CHANDAN ELECTRICAL WORKS,INR,"1,802,133.329",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,2025_OLIC_122329_8,08/2025-26,Installation and Energisation of Haripur_I TW Project of Kashinagar Block under Gajapati District,RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,19-Jan-2026 05:57 PM,techsummary_568419.pdf (388.44 KB),19-Jan-2026,"INR 1,805,744.819",90.0,RAGHUNATH BEHERA,19-Jan-2026 06:15 PM,HARIPUR1.pdf (36861.00 KB),Finance,"Tender bid successfully opened. Hence, the bid accepted.",RAGHUNATH BEHERA,17-Dec-2025 08:22 AM,finance_568419.pdf,BOQ Comparative Chart,RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,19-Jan-2026 06:12 PM,finsummary_568419.pdf (388.44 KB),1,3302709,ABUBAKAR SIDDIQU,15-Dec-2025 11:53 AM,Rejected-Finance,2nd Lowest Rate Quoted,19-Jan-2026 06:12 PM,AOC,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,08/2025-26,2025_OLIC_122329_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"18,057",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,No,"Executive Engineer, L.I. Division, Paralakhemundi","Executive Engineer, L.I. Division, Paralakhemundi",Installation and Energisation of Haripur_I TW Project of Kashinagar Block under Gajapati District,Installation and Energisation of Haripur_I TW Project of Kashinagar Block under Gajapati District,Please refer Tender documents. ,NA ,"18,05,745",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,"Executive Engineer, L.I. Division, Paralakhemundi",761200.0,NA ,NA ,NA ,"Executive Engineer, L.I. Division, Paralakhemundi",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,04-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,04-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,04-Dec-2025 11:00 AM ,12-Dec-2025 05:00 PM ,04-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3298717,CHANDAN ELECTRICAL WORKS,12-Dec-2025 09:29 PM,Accepted-AOC,Lowest Rate Quoted,19-Jan-2026 06:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3298898,RAJ ELECTRICAL AND CONSTRUCTIONS,12-Dec-2025 10:35 PM,Rejected-Technical,"AMONG THE BIDDERS, M/S RAJ ELECTRICAL AND CONSTRUCTIONS HAS NOT SUBMITTED MANDATORY DOCUMENTS AS SPECIFIED IN THE DTCN ON THIS PORTAL. HENCE THEIR BID IS REJECTED FROM CONSIDERATION FOR L1 STATUS",19-Jan-2026 05:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC
