Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Additional Classroom for Dangbahal Primary School at Dangbahal under Dangbahal GP of Gaisilet Block,Civil Work,Please refer Tender documents. ,NA ,"12,27,349",Civil Works - Buildings,NA ,Tender,90.0,NA ,Gaisilet,768037.0,NA ,NA ,NA ,Gaisilet Block Office,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||GAISILET Block,BDO/Gaisilet/02-04/2025-26,2025_PRBGI_121685_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-Nov-2025 11:00 AM,08-Dec-2025 11:00 AM,25-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,25-Nov-2025 11:00 AM ,26-Nov-2025 05:00 PM ,25-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,"12,273",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,BDO Gaisilet,Gaisilet Block,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||GAISILET Block,2025_PRBGI_121685_1,BDO/Gaisilet/02-04/2025-26,Construction of Additional Classroom for Dangbahal Primary School at Dangbahal under Dangbahal GP of Gaisilet Block,Laxman Majhi BDO,Internal,AEE PRINCIPAL BEO ABDO SO,LAXMAN MAJHI,17-Jan-2026 03:52 PM,finsummary_566141.pdf (242.24 KB),Finance,All Bids are accepted,LAXMAN MAJHI,17-Jan-2026 03:41 PM,finance_566141.pdf,BOQ Comparative Chart,1.0,3281242.0,AMLAN PANDA,INR,"1,043,369.81",1,3277949,ALKA JOSHI,04-Dec-2025 12:35 PM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,17-Jan-2026,"INR 1,043,369.81",180.0,LAXMAN MAJHI,17-Jan-2026 03:57 PM,WOAmlanPanda.pdf (303.00 KB),Laxman Majhi BDO,Internal,AEE PRINCIPAL BEO ABDO SO,LAXMAN MAJHI,17-Jan-2026 03:47 PM,techsummary_566141.pdf (242.24 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3281242,AMLAN PANDA,05-Dec-2025 12:36 PM,Accepted-AOC,Accepted through Lottery,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3274208,ARATI BHOI,05-Dec-2025 12:33 PM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3277629,BALLABHI SAHU,05-Dec-2025 11:32 AM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3282396,GOURAHARI BHOI,05-Dec-2025 04:02 PM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3281336,JALANDHAR DUDUKA,05-Dec-2025 12:53 PM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3282144,LOKESH PUROHIT,05-Dec-2025 02:59 PM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3277616,MANORANJAN KALO,04-Dec-2025 11:58 AM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3279892,SANTOSHINI SAHU,05-Dec-2025 12:05 PM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3280945,Sourabha Kumar Tribedi,05-Dec-2025 11:35 AM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3282555,TAPAN RUIDAS,05-Dec-2025 04:40 PM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3277705,TIKESWAR SAHU,05-Dec-2025 11:17 AM,Rejected-AOC,Rejected,17-Jan-2026 03:58 PM,,,,,,,,,,,,,AOC
