Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
S/R to Khantapada to Attapur Road for the year 2025-26.,S/R to Khantapada to Attapur Road for the year 2025-26.,Please refer Tender documents. ,NA ,"29,41,285",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the SERW Division-II, Balasore",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN No.06 of 2025-26,2025_CERWI_119918_50,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"29,413",Yes,percentage,1.0%,Nil,Nil,"SERW Division-II, Balasore","O/o the SERW Division-II, Balasore",24-Oct-2025 05:00 PM,04-Nov-2025 11:00 AM,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,24-Oct-2025 05:00 PM ,03-Nov-2025 03:00 PM ,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,1.0,Add DTCN and Corrigendum,Other,,AOC,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,03-Jan-2026 08:07 PM,techsummary_557803.pdf (198.97 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,03-Jan-2026 08:16 PM,finsummary_557803.pdf (198.97 KB),Finance,All documents are downloading and go to next process,Sujata Behera,09-Dec-2025 12:25 PM,finance_557803.pdf,BOQ Comparative Chart,1.0,3159748.0,DIPTIMAYA BARIK,INR,"2,500,386",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119918_50,E-TCN No.06 of 2025-26,S/R to Khantapada to Attapur Road for the year 2025-26.,1,3173929,BASANTA KUMAR PATRA,02-Nov-2025 01:47 PM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,03-Jan-2026,"INR 2,500,386",60.0,Amir Kumar Sethy,03-Jan-2026 08:23 PM,119918_50AoC.pdf (423.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3173970,BENIMADHAB BIHARI,02-Nov-2025 03:00 PM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3165350,Bhabani Sankar Satapathy,30-Oct-2025 10:09 AM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3160338,BISHNU MOHAN MALIK,29-Oct-2025 05:59 PM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3159748,DIPTIMAYA BARIK,27-Oct-2025 03:37 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No 132P1 of 2025-26,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3160182,KRUSNA CHANDRA SINGH,27-Oct-2025 04:45 PM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3166178,MAHASWETA MALIK,30-Oct-2025 06:14 PM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3167710,MONALI PRAVA MUNDA,02-Nov-2025 01:04 PM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3159296,M/S SUSHREE KRISHNA CONSTRUCTIONS,27-Oct-2025 02:14 PM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3176231,PRADEEPTI CHAND,03-Nov-2025 10:42 AM,Rejected-AOC,Rejected,03-Jan-2026 08:23 PM,,,,,,,AOC
