Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"11,800",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,OLIC-SNP-03/2025-26,2025_OLIC_121569_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"E.E., L.I. Division, Subarnapur","O/O. the E.E., L.I. Division, Subarnapur",1.0,ICICI BANK,Installation and energisation of RUGUDIPALI-XI L.I. Project under SONEPUR Block in SUBARNAPUR District (RIDF-2025-26),Installation and energisation of RUGUDIPALI-XI L.I. Project under SONEPUR Block in SUBARNAPUR District (RIDF-2025-26),Please refer Tender documents. ,NA ,"68,53,057",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,120.0,Subarnapur,767017.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Subarnapur",No ,No,20-Nov-2025 11:00 AM,28-Nov-2025 11:00 AM,20-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,20-Nov-2025 11:00 AM ,26-Nov-2025 05:00 PM ,20-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Tender Paper Cost, EMD, Affidavits and Joint Venture etc. as per DTCN","68,531",Yes,percentage,1.0%,Nil,Nil,AOC,EE,Internal,EE and others,CHANDRAMA PING,14-Jan-2026 08:41 PM,finsummary_565512.pdf (3495.02 KB),Finance,10 Nos. Bidder participated,CHANDRAMA PING,24-Dec-2025 11:03 PM,finance_565512.pdf,BOQ Comparative Chart,14-Jan-2026,"INR 6,853,057.48",120.0,CHANDRAMA PING,14-Jan-2026 08:44 PM,AOC.pdf (3495.00 KB),Success on Lottery System,1,3259188,BISHAL AGRAWALLA,27-Nov-2025 12:36 PM,Accepted-AOC,Success on Lottery System,14-Jan-2026 08:45 PM,1.0,3259188.0,BISHAL AGRAWALLA,INR,"5,825,784",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,2025_OLIC_121569_3,OLIC-SNP-03/2025-26,Installation and energisation of RUGUDIPALI-XI L.I. Project under SONEPUR Block in SUBARNAPUR District (RIDF-2025-26),EE,Internal,EE and others,CHANDRAMA PING,14-Jan-2026 08:28 PM,techsummary_565512.pdf (3495.02 KB),AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3256630,DEBADATTA KHAMARI,27-Nov-2025 11:54 AM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3259033,Dinesh kumar karna,27-Nov-2025 01:44 PM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3259890,Duryodhan Mishra,27-Nov-2025 01:57 PM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3255456,MOHAMMAD ANISH,26-Nov-2025 09:46 PM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3251800,MOHANLAL AGRAWAL,27-Nov-2025 03:05 PM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3255645,NILESH KUMAR JAIN,27-Nov-2025 11:33 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-non deposited of EMD in joint venture with other contractor.,24-Dec-2025 11:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3260892,SARAT CHANDRA MAHAPATRA,27-Nov-2025 04:54 PM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3253947,Satyanarayan Pande,27-Nov-2025 11:22 AM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3257581,SUDHIRA KARA,27-Nov-2025 12:07 PM,Rejected-Finance,Unsuccess on Lottery System,14-Jan-2026 08:41 PM,,,,,,,,,,,,,,,,AOC
