Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Finance,Financial bid opened for 10 nos. bidders.,BADAL CHANDRA CHOUDHURY,03-Dec-2025 05:00 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,19-Nov-2025 04:00 PM,20-Nov-2025 10:00 AM,techsummary_559653.pdf (547.07 KB),1,3197849,ANUP ANURAG SATYAPRAKASH BHUYAN,08-Nov-2025 04:17 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,20-Dec-2025,"INR 5,763,126",90.0,BADAL CHANDRA CHOUDHURY,17-Jan-2026 11:50 AM,P22.pdf (1816.00 KB),1.0,3187052.0,SATYANANDA MAJHI,INR,"5,763,126",Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,07-Dec-2025 03:00 PM,finsummary_559653.pdf (547.07 KB),Technical,Ten nos. bidders participated in this tender and all are accepted,BADAL CHANDRA CHOUDHURY,19-Nov-2025 01:00 PM,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2025_OLIC_120279_22,e-Procurement BID ID No. 05 EELID (KJR/2025-26),Installation and energisation of Nunugadia L.I. Project under Jhumpura block in Keonjhar district,AOC,"67,793",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"PAPER COST,EMD,LICENSE COPY,HT LICENSE,PAN,GSTIN,AFFIDAVIT,JOINT VENTURE AND OTHER AS PER DTCN",1.0,ICICI BANK,01-Nov-2025 10:00 AM,11-Nov-2025 10:00 AM,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,01-Nov-2025 10:00 AM ,06-Nov-2025 05:00 PM ,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,20-Nov-2025 10:00 AM,"11,800",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 05 EELID (KJR/2025-26),2025_OLIC_120279_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,NIT Corriggendum,Other,,Installation and energisation of Nunugadia L.I. Project under Jhumpura block in Keonjhar district,Installation and energisation of Nunugadia L.I. Project under Jhumpura block in Keonjhar district,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E.E., L.I. Division, Keonjhar",No ,No,"Executive Engineer, L.I. Division, Keonjhar","At/Po- Dhrupada, Via- Raisuan, Dist- Keonjhar",AOC
,,,,,,,,,,,,,2,3200197,ASIT KUMAR SAHANI,09-Nov-2025 11:17 AM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BILL OF QUANTITIES,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3187967,M/S. SHREE KRISHNA ENGINEERING,07-Nov-2025 09:05 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3198601,M/S SOUDAMINI ELECTRICAL WORKS,08-Nov-2025 06:42 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3197391,ODISHA ELECTRICAL AND CONSTRUCTIONS.,08-Nov-2025 01:50 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3198567,RANJAN KUMAR PANDA,08-Nov-2025 06:37 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3201214,ROJALINE GIRI,09-Nov-2025 01:00 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3187052,SATYANANDA MAJHI,10-Nov-2025 12:10 PM,Accepted-AOC,WO issued,17-Jan-2026 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3175485,SUSANTA KUMAR MAJHI,10-Nov-2025 06:48 AM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3182347,TANMAYA KUMAR JENA,04-Nov-2025 09:04 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
