Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate",Improvement to Haikucha-IV Check dam in Koida Block of Sundargarh District under Improvement to Check dam Scheme,Improvement to Haikucha-IV Check dam in Koida Block of Sundargarh District under Improvement to Check dam Scheme,C and D class contractor ,NA ,"4,86,247",Civil Works - Others,impvt. to CD ,Tender,90.0,60.0,Koida Block,770048.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,05-Nov-2025 10:00 AM,15-Nov-2025 11:00 AM,05-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,05-Nov-2025 10:00 AM ,14-Nov-2025 05:30 PM ,05-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,"4,862",Yes,percentage,1.0%,Nil,Nil,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi","CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 10/2025-26,2025_CEMIB_120799_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3224659,AKSHAY KUMAR MUNDA,14-Nov-2025 02:05 PM,Accepted-AOC,Accepted,30-Jan-2026 04:31 PM,22-Dec-2025,"INR 413,358.3",60.0,DHIRENDRA KUMAR NAIK,30-Jan-2026 04:31 PM,hatikucha.pdf (642.00 KB),The tender of Sri Akshay Kumar Munda C class ST contractor decided in Transparent Lottery Amounting to Rs 413358.30 being 14.99 percent less than the Tendered value is accepted.,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,05-Dec-2025 01:07 PM,techsummary_561891.pdf (1316.23 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_120799_8,SE MID SNG 10/2025-26,Improvement to Haikucha-IV Check dam in Koida Block of Sundargarh District under Improvement to Check dam Scheme,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,05-Dec-2025 01:09 PM,finsummary_561891.pdf (1316.23 KB),Finance,All the 02 nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence all the valid tenders have been taken into CS.,DHIRENDRA KUMAR NAIK,05-Dec-2025 01:05 PM,finance_561891.pdf,BOQ Comparative Chart,1.0,3224659.0,AKSHAY KUMAR MUNDA,INR,"413,358.3",AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3222618,LOKANATH KUANAR,13-Nov-2025 07:40 PM,Rejected-AOC,Rejected,30-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
