Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Smt. Alla Madhavi Lata, OFS-I (SB)",Internal,"Smt. Sanskruta Badanayak, ACF, Sri. Kunjabihari Podh,Sr. Assist., Sri. Bhenkat Meher, Dy. RO.",Alla Madhavi Lata,26-Dec-2025 04:31 PM,techsummary_571604.pdf (321.29 KB),01-Jan-2026,"INR 1,130,641.16",90.0,Alla Madhavi Lata,01-Jan-2026 05:45 PM,AOCRAJ.pdf (2099.00 KB),"Being the L1 Bidder, Rajkumar Singh Patra has submitted the 2% PS & APSD.",1,3324252,AYUSH KUMAR JAIN,23-Dec-2025 12:31 PM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,Finance,11 Nos of bidder has been qualified for further procedure.,Alla Madhavi Lata,24-Dec-2025 08:21 PM,finance_571604.pdf,BOQ Comparative Chart,1.0,3321124.0,RAJKUMAR SINGH PATRA,INR,"1,130,641.16",Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Khariar KL,2025_DFKRK_123179_1,. DFO-KHRKL-01/2025-26,Construction of one no. of Forest Guard Quarter at Kurumpuri in Nuapada K.L Range.,"Smt. Alla Madhavi Lata, OFS-I (SB)",Internal,"Smt. Sanskruta Badanayak, ACF, Sri. Kunjabihari Podh, Sr. Asst., Sri. Bhenkat Meher, Dy. RO.",Alla Madhavi Lata,26-Dec-2025 07:50 PM,finsummary_571604.pdf (321.29 KB),AOC,"6,000",Nil,Nil,No,DFO_KL_Khariar,O/o DFO_KL_Khariar,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Khariar KL,. DFO-KHRKL-01/2025-26,2025_DFKRK_123179_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,RC,EMD,PAN,VAT,Affidavit,GSTIN,Undertaking and any other document as per DTCN",Construction of one no. of Forest Guard Quarter at Kurumpuri in Nuapada K.L Range.,Construction of one no. of Forest Guard Quarter at Kurumpuri in Nuapada K.L Range.,Please refer Tender documents. ,NA ,"13,30,009",Civil Works - Buildings,Forest Guard Qtr. ,Tender,90.0,90.0,Kurumpuri,766105.0,NA ,NA ,NA ,O/o DFO_KL_Khariar,No ,No,"13,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,15-Dec-2025 11:00 AM,24-Dec-2025 11:00 AM,15-Dec-2025 11:00 AM,23-Dec-2025 05:00 PM,15-Dec-2025 11:00 AM ,23-Dec-2025 05:00 PM ,15-Dec-2025 11:00 AM,23-Dec-2025 05:00 PM,AOC
,,,,,,,,,,,,,2,3323957,CHANDRAPRAKASH DANDSENA,23-Dec-2025 08:53 AM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,3,3324102,MANISHA LAKHMANIA,23-Dec-2025 11:23 AM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3324467,PRATIMA SAHU,23-Dec-2025 01:49 PM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3324646,RAJENDRA KUMAR SAHOO,23-Dec-2025 03:20 PM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3324586,RAJIB KUMAR HOTA,23-Dec-2025 03:08 PM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3321124,RAJKUMAR SINGH PATRA,22-Dec-2025 06:43 PM,Accepted-AOC,Being the L1 Bidder Rajkumar Singh Patra has been awarded of contract.,01-Jan-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3324343,RANU BOSE,23-Dec-2025 01:28 PM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3323723,SALIK RAM SAHU,22-Dec-2025 09:24 PM,Rejected-AOC,Being the L1 Bidder Rajkumar Singh Patra has been awarded of contract.,01-Jan-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3323437,SHREE SHREE CONSTRUCTION,23-Dec-2025 12:26 PM,Rejected-Finance,Not Selected through transparent lottery system,26-Dec-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
