EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"10,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,EXECUTIVE ENGINEER,"O/o Executive Engineer, RW Division, Mohana Near Civil Court",Repair to R.I. Office Building at Cheligada for the year 2025-26,Repair to R.I. Office Building at Cheligada for the year 2025-26,Please refer Tender documents. ,NA ,"9,97,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"O/o Executive Engineer, RW Division, Mohana",No ,No,27-Nov-2025 11:00 AM,06-Dec-2025 11:00 AM,27-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,27-Nov-2025 11:00 AM ,03-Dec-2025 05:00 PM ,27-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,Online Tender 09/MOHANA/2025-26,2025_CERWI_122021_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,08-Jan-2026 01:25 PM,finsummary_567316.pdf (1242.04 KB),Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,08-Jan-2026 01:20 PM,techsummary_567316.pdf (1242.04 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_122021_11,Online Tender 09/MOHANA/2025-26,Repair to R.I. Office Building at Cheligada for the year 2025-26,1.0,3270315.0,Sukesh Chandra Ratha,INR,"847,510",1,3279206,Abani Ranjan Panigrahi,04-Dec-2025 04:11 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,08-Jan-2026,"INR 847,510",30.0,Bidyut Prabha Padhy,08-Jan-2026 01:28 PM,2025_CERWI_122021_11.pdf (1242.00 KB),Successful Bidder,Finance,OK,Bidyut Prabha Padhy,08-Jan-2026 01:17 PM,,BOQ Comparative Chart,AOC
,,,,,,,,.xls,Bill Of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3267932,ANIL KUMAR SETHI,04-Dec-2025 04:16 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3280761,BALARAM SAHU,05-Dec-2025 10:37 AM,Rejected-Technical,GST INVALID,08-Jan-2026 01:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3281998,HARI KRUSHNA GOUDA,05-Dec-2025 02:27 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3281197,Prahlad Nayak,05-Dec-2025 01:08 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3280937,PRAMOD KUMAR DASH,05-Dec-2025 11:35 AM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3280922,Santosh Kumar Panigrahi,05-Dec-2025 03:19 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3281138,Savitri Sethi,05-Dec-2025 12:16 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3276012,SIBA RAM SAHU,03-Dec-2025 06:48 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3281862,SONALI SAHU,05-Dec-2025 03:30 PM,Rejected-AOC,All documents submitted.,08-Jan-2026 01:28 PM,,,,,,,,,,,,,,AOC
