S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,3249908,KALU CHARAN CHANDA,03-Dec-2025 08:09 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,3280946,KRISHNA DAS,05-Dec-2025 11:33 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,3272602,KRUTI SUNDARA SAHU,02-Dec-2025 07:26 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,3281210,Kunja Bihari Sahu,05-Dec-2025 12:25 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,3267575,KUSA GOUDA,30-Nov-2025 11:12 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,16,3281023,LABA GOUDA,05-Dec-2025 11:48 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,17,3279832,LISARANI SAHU,04-Dec-2025 06:57 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,18,3281924,MADHABA NAIK,05-Dec-2025 02:14 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,19,3282510,MODA MILIKA,05-Dec-2025 04:25 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,20,3263428,MONOHAR PATRA,28-Nov-2025 01:34 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,21,3275218,PANADAB GOUDA,04-Dec-2025 06:14 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,22,3279502,PRABHAT PRADHAN,05-Dec-2025 12:03 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,23,3279557,PRAMOD KUMAR DASH,04-Dec-2025 05:33 PM,Accepted-AOC,Lottery Winner,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,24,3275222,PRAMOD KUMAR PRADHAN,03-Dec-2025 03:26 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,25,3248283,RABINDRA KUMAR SAHU,23-Nov-2025 03:58 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,26,3277584,Rajani Kumar Sahu,04-Dec-2025 11:44 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,27,3282073,RAMA CHANDRA ADHIKARI,05-Dec-2025 02:45 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,28,3281832,RANJAN KUMAR SAHU,05-Dec-2025 02:01 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,29,3272716,SACHIN KUMAR PRADHAN,02-Dec-2025 07:59 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,30,3282236,SANTOSH MAHANKUDA,05-Dec-2025 03:23 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,31,3277890,SIBANARAYANA SAHU,04-Dec-2025 12:49 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,32,3267891,Simadri Sethi,30-Nov-2025 03:05 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,33,3270130,SUCHARITA BEHERA,01-Dec-2025 04:30 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,34,3272638,Sukesh Chandra Ratha,03-Dec-2025 09:40 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,35,3274727,SUNIL KUMAR SAHU,03-Dec-2025 02:16 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,36,3278755,SUNIL SETHI,04-Dec-2025 02:48 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
