S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-CHID-06/2025-26,2025_CEBMB_121634_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,21-Nov-2025 10:00 AM,06-Dec-2025 11:30 AM,21-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,02-Dec-2025 05:00 PM ,21-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN","23,500",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"S.E., Chikiti Irr. Divn., Berhampur","S.E., Chikiti Irr. Divn., Courtpeta, Berhampur",Improvement to Canal service Road of Krushnapur Minor of Jagannathpur Sub-Minor near village Jagannathpur under Baghalati Irrigation Project.,Improvement to Canal service Road,Please refer Tender documents. ,NA ,"23,48,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Chikiti Irr. Divn., Berhampur",No ,No,AOC,Subrat Kumar Patnaik,Internal,,Nandini Devi,02-Jan-2026 11:43 AM,finsummary_566133.pdf (232.17 KB),Subrat Kumar Patnaik,Internal,,Nandini Devi,01-Jan-2026 10:36 AM,techsummary_566133.pdf (232.17 KB),14-Jan-2026,"INR 1,996,400",120.0,Nandini Devi,15-Jan-2026 12:11 PM,AOC_25.pdf (811.00 KB),Award to the Lottery Winner,1,3282544,AJAYA KUMAR SAHU,05-Dec-2025 04:34 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,1.0,3279557.0,PRAMOD KUMAR DASH,INR,"1,996,400","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_121634_25,e-CHID-06/2025-26,Improvement to Canal service Road of Krushnapur Minor of Jagannathpur Sub-Minor near village Jagannathpur under Baghalati Irrigation Project.,Finance,Thirty Six bids Downloaded Successfully.,SUBRAT PATNAIK,06-Dec-2025 01:40 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3281989,AMARESWARA SATAPATHY,05-Dec-2025 02:24 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3267661,AMITA KUMAR MISHRA,30-Nov-2025 12:02 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3276241,AMIT KUMAR CHOUDHURY,04-Dec-2025 01:20 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3278577,BALIA KUMAR PRADHAN,04-Dec-2025 02:15 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3275534,BIJAYA KUMAR GOUDA,04-Dec-2025 11:27 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3278750,CHANDRA SEKHAR SASMAL,04-Dec-2025 02:46 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3280620,DINABANDHU SAHU,05-Dec-2025 08:51 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3277993,Durga Madhaba Sahu,04-Dec-2025 12:44 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3282060,GOURI KUMAR PANIGRAHI,05-Dec-2025 02:38 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,AOC
