Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
18-Oct-2025 02:00 PM,29-Oct-2025 10:30 AM,18-Oct-2025 02:00 PM,28-Oct-2025 06:00 PM,NA ,NA ,18-Oct-2025 02:00 PM,28-Oct-2025 06:00 PM,"5,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Upper Kolab Irrigation Division Borigumma,SE-UKHWD-06-2025-26(Sl.No.01),2025_UPIDB_119762_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of foot bridge over Anta Distributary at RD 9.500 KM to near village Kakaddahandi.,Construction of foot bridge over canal.,As per DTCN ,NA ,"5,06,508",Civil Works - Canal,NA ,Tender,90.0,90.0,JEYPORE,764001.0,NA ,NA ,NA ,"Office of the SE UKHW Division, Kolabnagar,Dist-Ko",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, GST Registration Certificate, GSTIN, PAN and Contractor RC","4,000",Nil,Nil,No,"SuperintendignEngineer, UKHW Division, Kolabnagar,","Office of the Superintending Engineer, UKHW Division, Kolabnagar,Dist-Koraput, Odisha-764011.",AOC,1,3160744,Ashish Kumar Panda,28-Oct-2025 12:08 PM,Rejected-Finance,Disqualified in transparent lottery,04-Jan-2026 09:11 AM,05-Jan-2026,"INR 430,582.17",90.0,Narendra Kumar Sitha,04-Jan-2026 01:40 PM,WO01.pdf (648.00 KB),Work Order,"Superintending Engineer, UKHW Division, Kolabnagar",Internal,DIVISIONAL ACCOUNTANT AND ESTIMATOR,Narendra Kumar Sitha,04-Jan-2026 08:34 AM,techsummary_557049.pdf (210.83 KB),CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Upper Kolab Irrigation Division Borigumma,2025_UPIDB_119762_1,SE-UKHWD-06-2025-26(Sl.No.01),Construction of foot bridge over Anta Distributary at RD 9.500 KM to near village Kakaddahandi.,"Superintending Engineer, UKHW Division, Kolabnagar",Internal,DIVISIONAL ACCOUNTANT AND ESTIMATOR,Narendra Kumar Sitha,04-Jan-2026 09:11 AM,finsummary_557049.pdf (332.75 KB),Finance,BOS,Narendra Kumar Sitha,04-Jan-2026 08:31 AM,finance_557049.pdf,BOQ Comparative Chart,1.0,3155250.0,BRUNDABAN BHARATI,INR,"430,582.17",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, undertaking and any other documents as per DTCN",,,,,,,AOC,2,3155250,BRUNDABAN BHARATI,28-Oct-2025 03:18 PM,Accepted-AOC,Qualified in transparent lottery,04-Jan-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,3,3148325,CHINMAYA RANJAN SAHU,27-Oct-2025 11:33 AM,Rejected-Finance,Disqualified in transparent lottery,04-Jan-2026 09:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3162300,DHABALU SANTA,28-Oct-2025 11:02 AM,Rejected-Finance,Disqualified in transparent lottery,04-Jan-2026 09:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3156173,HIMANSU MISHRA,26-Oct-2025 10:14 PM,Rejected-Finance,Disqualified in transparent lottery,04-Jan-2026 09:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3155338,NARENDRA BHARATI,28-Oct-2025 02:49 PM,Rejected-Finance,Disqualified in transparent lottery,04-Jan-2026 09:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3157755,SANTANU KUMAR BEHERA,27-Oct-2025 12:17 PM,Rejected-Finance,Disqualified in transparent lottery,04-Jan-2026 09:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
