S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,SR to Revenue rest shed building at Oupada,SR to Revenue rest shed building at Oupada,Please refer tender documents ,NA ,"2,52,129",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.Cost, EMD, RC, Pan, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",01-Dec-2025 03:00 PM,09-Dec-2025 11:00 AM,01-Dec-2025 03:00 PM,08-Dec-2025 05:00 PM,01-Dec-2025 03:00 PM ,08-Dec-2025 01:00 PM ,01-Dec-2025 03:00 PM,08-Dec-2025 05:00 PM,"2,521",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,09 SERW BLS 2025-26,2025_CERWI_122358_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE RW Division, Balasore","O/o the SE RW Division, Balasore","2,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_122358_1,09 SERW BLS 2025-26,SR to Revenue rest shed building at Oupada,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,21-Jan-2026 11:54 AM,finsummary_568605.pdf (1852.27 KB),Finance,Document downloaded,Priyadarshini Behera,09-Dec-2025 12:05 PM,finance_568605.pdf,BOQ Comparative Chart,1.0,3289955.0,MILAN KUMAR DAS,INR,"214,335",1,3286852,ABHIMANYU DALEI,07-Dec-2025 08:07 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,21-Jan-2026,"INR 214,335",30.0,Soubhagya Kumar Das,21-Jan-2026 11:58 AM,1RevOupada.pdf (1852.00 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,21-Jan-2026 11:50 AM,techsummary_568605.pdf (1852.27 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3278958,ABINASH SAHU,06-Dec-2025 12:09 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3280772,AD SERVICES,05-Dec-2025 10:45 AM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3285736,ASHOK KUMAR MOHAPATRA,07-Dec-2025 01:02 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3278820,BANCHHANIDHI PARIDA,06-Dec-2025 12:46 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3283252,Bashanti Das,05-Dec-2025 09:49 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3278497,JAYANTA KUMAR PARIDA,06-Dec-2025 01:10 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3289955,MILAN KUMAR DAS,08-Dec-2025 04:39 PM,Accepted-AOC,Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3277639,MUKTIKANTA BEHERA,08-Dec-2025 04:54 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3287884,PRADYUMNA MAHALIK,08-Dec-2025 10:48 AM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3289224,RABINDRA KUMAR ROUT,08-Dec-2025 02:46 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3284708,RAMAKRUSHNA MOHAPATRA,07-Dec-2025 06:21 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3285799,SHATRUGHNA PRUSHTI,07-Dec-2025 01:28 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3288344,SULOCHANA RAUT,08-Dec-2025 04:13 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3284918,Sumitra Maharana,07-Dec-2025 08:40 PM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3271996,SURESH CHANDRA SANKHUA,03-Dec-2025 11:35 AM,Rejected-AOC,Not Qualified,21-Jan-2026 11:58 AM,,,,,,,,,,,,,AOC
