Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",SR to D.A.O residence building at Berhampur for 2025-26,SR to D.A.O residence building at Berhampur for 2025-26,NA ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Ganjam,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,"3,360",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/04/SERWDG-I/25-26,2025_CERWI_118313_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,26-Sep-2025 11:00 AM,09-Oct-2025 11:30 AM,26-Sep-2025 11:00 AM,08-Oct-2025 06:00 PM,26-Sep-2025 11:00 AM ,06-Oct-2025 03:00 PM ,26-Sep-2025 11:00 AM,08-Oct-2025 06:00 PM,"E.E., R.W. Division No.-I, Ganjam, BAM","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",AOC,"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,23-Jan-2026 01:38 PM,finsummary_553189.pdf (861.40 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_118313_1,OnlineTender/04/SERWDG-I/25-26,SR to D.A.O residence building at Berhampur for 2025-26,1.0,3115833.0,PABITRA KUMAR PALO,INR,"284,126",Finance,Bid opening Summary,Rasmita Kumari Sahu,23-Jan-2026 01:24 PM,finance_553189.pdf,BOQ Comparative Chart,23-Jan-2026,"INR 284,126",30.0,Rasmita Kumari Sahu,23-Jan-2026 04:00 PM,AOC1.pdf (293.00 KB),31P1 / 2025-26,1,3116558,ANIL KUMAR MAHARANA,08-Oct-2025 05:14 PM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,23-Jan-2026 01:34 PM,techsummary_553189.pdf (625.90 KB),AOC
,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3114221,ASHOK KUMAR SAMANT,07-Oct-2025 01:57 PM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3114686,ASISH KUMAR NAYAK,08-Oct-2025 12:54 AM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3114391,BULU SAHU,07-Oct-2025 05:19 PM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3116733,DEEPAK KUMAR PATRO,08-Oct-2025 03:11 PM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3115732,GAGAN KUMAR SAHU,08-Oct-2025 11:21 AM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3111766,G Kamaraju Reddy,08-Oct-2025 10:34 AM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3108848,G.Mohan Dora,04-Oct-2025 12:01 PM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3115836,GOUR CHANDRA SAHU,08-Oct-2025 12:06 PM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3115715,JOGINDRA PALLEI,08-Oct-2025 11:13 AM,Rejected-AOC,After drawl of transparent lottery,23-Jan-2026 04:01 PM,,,,,,,AOC
