EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"8,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD, ,Contractor RC, GSTIN, PAN, Affidavit, NRC, and any other documents as per DTCN.","CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",SE-EDD-CKD-02/2025-26.,2025_CCEBA_123496_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer, EDD,CKD","O/o. Superintending Engineer, Earth Dam Division, Chitrakonda,Dist. Malkangiri.",Painting to left side boundary wall of Main gate with fencing to open area near A.P.Tunnel of the MED for the year 2025-26.,"Jungle clearance,RRHG Stone masonary CC M10, 16mm thick CP, 12mm thick CP, Earth work Filling F and P CC M40, priminh, painting, centering and shuttering, welded mesh,G,I,Pipe, fixing of flate and plate, M,S,pipe and GCI sheet roofing.",Please refer Tender documents. ,NA ,"8,41,292",Civil Works - Others,NA ,Tender,90.0,90.0,Gate shaft Odisha Tunnel near T.Camp.,764052.0,NA ,NA ,NA ,"O/O SE, Chitrakonda.",No ,No,20-Dec-2025 10:00 AM,31-Dec-2025 10:30 AM,20-Dec-2025 10:00 AM,30-Dec-2025 05:00 PM,20-Dec-2025 10:00 AM ,29-Dec-2025 05:00 PM ,20-Dec-2025 10:00 AM,30-Dec-2025 05:00 PM,AOC,Er.Sanoj Sahu,Internal,Er.A.K.Hembram and Vijayasingh Meena,SANOJ SAHU,16-Jan-2026 06:43 PM,finsummary_572521.pdf (242.53 KB),"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",2025_CCEBA_123496_5,SE-EDD-CKD-02/2025-26.,Painting to left side boundary wall of Main gate with fencing to open area near A.P.Tunnel of the MED for the year 2025-26.,1.0,3339920.0,SANTI RANJAN KIRTANIA,INR,"715,182",Finance,The tender has opened on 08.01.2026,SANOJ SAHU,16-Jan-2026 12:58 PM,finance_572521.pdf,BOQ Comparative Chart,1,3331831,BALARAM PADIARY,27-Dec-2025 03:55 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,16-Jan-2026,"INR 715,182",90.0,SANOJ SAHU,17-Jan-2026 01:09 PM,AOC02.pdf (682.00 KB),"The work has awarded to Srii Shanti Ranjan Kirtania, Contractor vide this office Agreement No. 41P1/25-26.",Er.Sanoj Sahu,Internal,Er.A.K.Hembram and Vijayasingh Meena.,SANOJ SAHU,16-Jan-2026 02:00 PM,techsummary_572521.pdf (242.53 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3338602,BELLANA SRADHANJALI PATRA,29-Dec-2025 09:03 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3340033,Bhabani Sarkar,30-Dec-2025 02:05 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3338537,BIBEK KUMAR DEURI,29-Dec-2025 09:22 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3331193,BIBHUDATTA PATRA,27-Dec-2025 11:49 AM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3338500,KANCHAN DEURI,30-Dec-2025 09:25 AM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3335808,MANORAMA PARIDA,29-Dec-2025 01:17 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3329190,M/S ASHOK KUMAR PATRA,26-Dec-2025 11:59 AM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3338334,PRATIMA DAKUA,29-Dec-2025 08:14 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3327337,RABIN MANDAL,25-Dec-2025 12:29 PM,Rejected-Finance,Unsuccessful in transparent lottery,16-Jan-2026 06:43 PM,,,,,,,,,,,,,,AOC
