Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"SE, RWD, BBSR",Internal,"Sr.DAO, AEE and Estimator",Nirmal Chandra Jena,06-Jan-2026 04:11 PM,techsummary_564008.pdf (501.75 KB),29-Jan-2026,"INR 359,543",60.0,Nirmal Chandra Jena,29-Jan-2026 01:36 PM,ripichukuli.pdf (257.00 KB),AoC,1,3241658,ABDUL ABID KHAN,20-Nov-2025 02:24 PM,Rejected-Finance,Not success in lottery,06-Jan-2026 04:19 PM,1.0,3237347.0,SHAIKH AMUSUDIN MAHAMMAD,INR,"359,543",Finance,14 nos bidder are participated,Nirmal Chandra Jena,22-Nov-2025 12:52 PM,,BOQ Comparative Chart,"SE, RWD, BBSR",Internal,"Sr. DAO, AEE and Estimator",Nirmal Chandra Jena,06-Jan-2026 04:19 PM,finsummary_564008.pdf (501.75 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121205_6,Tender Online Divn. BBSR - 23/2025-26,S/R to R.I. Office building at Pichukuli,AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121205_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,13-Nov-2025 05:55 PM,21-Nov-2025 11:00 AM,13-Nov-2025 05:55 PM,20-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 05:55 PM,20-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Paper Cost EMD GSTIN PAN Registration Certificate,"2,000",0.0,Nil,Nil,No,"4,240",Yes,percentage,1.0%,Nil,Nil,O/o the SE RWD BBSR,O/o the SE RWD BBSR,S/R to R.I. Office building at Pichukuli,S/R to R.I. Office building at Pichukuli,Please refer tender documents ,NA ,"4,24,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,SE R.W. Div. BBSR,751013.0,NA ,NA ,NA ,SE RWD BBSR,No ,No,AOC
,,,,,,,,,,,,,2,3239888,AMRUT CONSTRUCTION & ENGINEERING SERVICES PRIVATE LIMITED,19-Nov-2025 11:45 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate, undertaking for obtaining labour license",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3239743,AYEZA SUPPLIERS,20-Nov-2025 05:34 AM,Rejected-Finance,Not success in lottery,06-Jan-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,No relationship certificate and required documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3242241,BASANTI SWAIN,20-Nov-2025 04:15 PM,Rejected-Finance,Not success in lottery,06-Jan-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3237428,BASANT KUMAR SAMANTARAY,19-Nov-2025 01:38 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3242251,CHINMAYA PAIKARAY,20-Nov-2025 04:39 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3241001,FIDA HOSEN KHAN,20-Nov-2025 12:33 PM,Rejected-Finance,Not success in lottery,06-Jan-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3240292,PRADEEP MOHANTY,20-Nov-2025 09:38 AM,Rejected-Finance,Not success in lottery,06-Jan-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3238703,PRADIP KUMAR DALAI,19-Nov-2025 04:21 PM,Rejected-Finance,Not success in lottery,06-Jan-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3241059,PRADYUMNA KUMAR SAHU,20-Nov-2025 01:12 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
