Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EMD,COST OF TENDER PAPER, AFFIDAVIT AND OTHER DOCUMENTS AS PER APPROVED DTCN",Temporary illumination to Rajbhawan at Puri on eve of Republic Day 2026,Temporary illumination to Rajbhawan at Puri on eve of Republic Day 2026,NA ,NA ,"84,598",Electrical Works,NA ,Tender,90.0,2.0,Puri,752001.0,NA ,NA ,NA ,O/o the S E R and B Division Puri,No ,No,1.0,ICICI BANK,08-Jan-2026 10:00 AM,16-Jan-2026 11:00 AM,08-Jan-2026 10:00 AM,15-Jan-2026 05:00 PM,08-Jan-2026 10:00 AM ,10-Jan-2026 05:00 PM ,08-Jan-2026 10:00 AM,15-Jan-2026 05:00 PM,Er.Soumya Ranjan Dwibedi,O/o the S E R and B Division Puri,400.0,0.0,Nil,Nil,No,1.0,1st Corrigendum,Other,,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,SERANDB PURI-51/2025-26,2026_EICCL_124340_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,846.0,Yes,percentage,1.0%,Nil,Nil,AOC,27-Jan-2026,"INR 80,368",2.0,Soumya Ranjan Dwibedi,27-Jan-2026 12:27 PM,AOC.pdf (1265.00 KB),The bidder has quoted lowest rate among the qualified bidder so that the work has been awarded to him,1,3354692,BAMADEV DASH,15-Jan-2026 12:54 AM,Rejected-Technical,The bidder has not furnished the schedule A in proper shape as per the Clause No. 11 of Approved DTCN,27-Jan-2026 12:17 PM,Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,27-Jan-2026 12:17 PM,techsummary_574948.pdf (362.59 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,2026_EICCL_124340_1,SERANDB PURI-51/2025-26,Temporary illumination to Rajbhawan at Puri on eve of Republic Day 2026,Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,27-Jan-2026 12:24 PM,finsummary_574948.pdf (1264.70 KB),Finance,Total 3 nos Bidder are participated in the online tender,Soumya Ranjan Dwibedi,16-Jan-2026 11:23 AM,,BOQ Comparative Chart,1.0,3354685.0,BISWA RANJAN MOHANTY,INR,"80,368",AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3354685,BISWA RANJAN MOHANTY,15-Jan-2026 12:23 PM,Accepted-AOC,The bidder has quoted lowest rate among the qualified bidder so that the work has been awarded to him,27-Jan-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3353804,"M/s. M R S INFRASTRUCTURE AND ENGINEERING PVT LTD, Prop. Mukesh Ram",14-Jan-2026 01:52 PM,Rejected-AOC,Rejected,27-Jan-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
