S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3121183.0,BISWAL ENTERPRISES,INR,"1,886,368",Finance,Approved,Rajesh Ekka,05-Jan-2026 04:52 PM,finance_553279.pdf,BOQ Comparative Chart,Rajesh Kumar Ekka,Internal,"Pranab Kumar Chhuria, Pravash Chandra Mishra, Sameer Kumar Bhoi, Subrat Kumar Pradhan",Rajesh Ekka,05-Jan-2026 06:53 PM,finsummary_553279.pdf (341.02 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Sambalpur||JUJOMURA Block,2025_PRJUJ_118345_1,01/2025-26,Construction of GPLF Office Building with Market Complex at Chhamunda GP,Rajesh Kumar Ekka,Internal,"Pranab Kumar Chhuria, Pravash Chandra Mishra, Sameer Kumar Bhoi, Subrat Kumar Pradhan",Rajesh Ekka,05-Jan-2026 05:32 PM,techsummary_553279.pdf (341.02 KB),15-Jan-2026,"INR 1,886,368",182.0,Rajesh Ekka,19-Jan-2026 05:12 PM,Chhamunda_GPLF.pdf (362.00 KB),"Allotted to Biswal Enterprises, Prop sougan Kumar Biswal",1,3121183,BISWAL ENTERPRISES,15-Oct-2025 11:22 PM,Accepted-AOC,Accepted through Transparent lottery System,19-Jan-2026 05:12 PM,AOC,"6,000",Block Development Officer,Jujomura,No,Block Development Officer,"Panchayat Samiti, Jujomura",22-Sep-2025 12:00 PM,22-Oct-2025 11:30 AM,22-Sep-2025 12:00 PM,16-Oct-2025 05:00 PM,NA ,NA ,22-Sep-2025 12:00 PM,16-Oct-2025 05:00 PM,Construction of GPLF Office Building with Market Complex at Chhamunda GP,Construction of GPLF Office Building with Market Complex at Chhamunda GP,Please refer Tender documents. ,NA ,"22,18,997",Civil Works - Buildings,NA ,Tender,90.0,NA ,Chhamunda,768105.0,NA ,NA ,NA ,"Panchayat Samiti, Jujomura",No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Sambalpur||JUJOMURA Block,01/2025-26,2025_PRJUJ_118345_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,1.0,BG - Bank Guarantee,1.0,Corrigendum,Other,,"22,190",Yes,percentage,1.0%,Block Development Officer,Jujomura,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3108498,GHANASHYAM SAHU,08-Oct-2025 04:00 PM,Rejected-AOC,rejected through Transparent lottery System,19-Jan-2026 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,TD- Term Deposit,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3130086,PUSPANJALI DEHURI,15-Oct-2025 09:40 PM,Rejected-AOC,rejected through Transparent lottery System,19-Jan-2026 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3130039,SUSANTA KUMAR BEHERA,15-Oct-2025 07:39 PM,Rejected-AOC,rejected through Transparent lottery System,19-Jan-2026 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3131266,SUSHIL KUMAR BEHERA,16-Oct-2025 03:49 PM,Rejected-AOC,rejected through Transparent lottery System,19-Jan-2026 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3130177,TANKADHAR PRADHAN,15-Oct-2025 08:40 PM,Rejected-AOC,rejected through Transparent lottery System,19-Jan-2026 05:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
