Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, RC, GST, PAN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",20-Dec-2025 11:00 AM,30-Dec-2025 11:00 AM,20-Dec-2025 11:00 AM,29-Dec-2025 05:30 PM,20-Dec-2025 11:00 AM ,29-Dec-2025 05:30 PM ,20-Dec-2025 11:00 AM,29-Dec-2025 05:30 PM,"4,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, KORAPUT",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,SERWKPT ONLINE 08/2025-26,2025_CERWI_123519_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,970",Yes,fixed,,Nil,Nil,"L029 - RD Road to Marichaguda_Road_ PMC,SC, Shoulder filling, Shoulder GSB_0/000 to 1/400-Bridge work","L029 - RD Road to Marichaguda_Road_ PMC,SC, Shoulder filling, Shoulder GSB_0/000 to 1/400-Bridge work",NA ,NA ,"9,96,979",Civil Works - Roads,NA ,Tender,90.0,60.0,Koraput,764020.0,Superintending Engineer RWD Koraput ,Superintending Engineer RWD Koraput ,20-Dec-2025 11:00 AM ,"RURAL WORKS DIVISION, KORAPUT",No ,No,1.0,ICICI BANK,AOC,27-Jan-2026,"INR 847,532",60.0,Srikrushna Sabar,27-Jan-2026 07:17 PM,Marichaguda_A.pdf (353.00 KB),Agreement Drawn,1,3333249,Akshaya Kumar Mishra,28-Dec-2025 10:05 AM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,27-Jan-2026 06:35 PM,techsummary_572392.pdf (1069.72 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,2025_CERWI_123519_1,SERWKPT ONLINE 08/2025-26,"L029 - RD Road to Marichaguda_Road_ PMC,SC, Shoulder filling, Shoulder GSB_0/000 to 1/400-Bridge work",Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,27-Jan-2026 07:13 PM,finsummary_572392.pdf (1069.72 KB),Finance,Summary,Srikrushna Sabar,27-Jan-2026 06:29 PM,finance_572392.pdf,BOQ Comparative Chart,1.0,3329504.0,Dash Jani,INR,"847,532",AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,3330593,Balabhadra Khillo,26-Dec-2025 06:59 PM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3336214,Balaram Subuddhi,29-Dec-2025 12:38 PM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3330162,Budu Beniya,26-Dec-2025 03:43 PM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3329504,Dash Jani,27-Dec-2025 07:10 PM,Accepted-AOC,Qualified after drawl of lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3331378,GHANASYAM BISOI,27-Dec-2025 01:00 PM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3334016,KABITA PADHI,28-Dec-2025 03:37 PM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3328680,Khagapati Khara,26-Dec-2025 11:57 AM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3328700,LIPUN PRADHAN,26-Dec-2025 12:25 PM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3330759,LOKANATH JAYANTI,26-Dec-2025 08:29 PM,Rejected-AOC,Lost in lottery,27-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
