Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 12/2025-26,2025_CEMIB_121486_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Construction of main canal lining from RD 2200mtr to RD 2700 mtr, RD 3090mtr to 3650 mtr, RD 4000 mtr to 4030 mtr and RD 4510mtr to RD 4810mtr of Bargaonmal MIP in Lephripara Block of Sundargarh District under Capex Lining for the year 2025-26.","Construction of main canal lining from RD 2200mtr to RD 2700 mtr, RD 3090mtr to 3650 mtr, RD 4000 mtr to 4030 mtr and RD 4510mtr to RD 4810mtr of Bargaonmal MIP in Lephripara Block of Sundargarh District under Capex Lining for the year 2025-26.",B class contractor ,NA ,"79,41,743",Civil Works - Others,Impvt. to MIP ,Tender,90.0,90.0,Lephripara Block,770012.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate","10,000",0.0,Nil,Nil,No,"79,417",Yes,percentage,1.0%,Nil,Nil,18-Nov-2025 10:00 AM,03-Dec-2025 11:00 AM,18-Nov-2025 10:00 AM,02-Dec-2025 05:30 PM,18-Nov-2025 10:00 AM ,02-Dec-2025 05:30 PM ,18-Nov-2025 10:00 AM,02-Dec-2025 05:30 PM,16-Dec-2025 10:00 AM,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi",AOC,"Er. D.K. Naik, SE MI Division, Sundargarh",Internal,"Sri R. Singh DAO, Sri S. Lakra AEE (Estr), Smt N. Soreng AE (Estr), Miss G. Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,19-Dec-2025 12:50 PM,finsummary_565201.pdf (495.65 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_121486_3,SE MID SNG 12/2025-26,"Construction of main canal lining from RD 2200mtr to RD 2700 mtr, RD 3090mtr to 3650 mtr, RD 4000 mtr to 4030 mtr and RD 4510mtr to RD 4810mtr of Bargaonmal MIP in Lephripara Block of Sundargarh District under Capex Lining for the year 2025-26.",Technical,All the 05 nos bidders have participated in tender and all bidders have been technically qualified. Hence their financial bids have been opened.,DHIRENDRA KUMAR NAIK,15-Dec-2025 07:17 PM,technical_565201.pdf,1.0,3265093.0,MANOJ KUMAR CHOUDHURY,INR,"6,751,275.35",1,3271159,DHANLAXMI ESTABLISHMENT PRIVATE LIMITED,01-Dec-2025 10:57 PM,Rejected-Finance,Not qualified for lottery process,19-Dec-2025 12:50 PM,29-Dec-2025,"INR 6,751,275.35",90.0,DHIRENDRA KUMAR NAIK,30-Jan-2026 05:02 PM,bargaonmal.pdf (828.00 KB),The tender of Sri Manoj Kumar Choudhury B class Gen. contractor decided in Transparent Lottery Amounting to Rs 6751275.35 being 14.99 percent less than the Tendered value is accepted.,Finance,"Ranjit Biswal B Engg, Shiba Badaik B SC and Dhanlaxmi Establishment Private Limited B Gen have not qualified due to upload wrong name mention in BOQ and other 2nos bidder may be invited for lottery",DHIRENDRA KUMAR NAIK,19-Dec-2025 12:37 PM,finance_565201.pdf,BOQ Comparative Chart,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,15-Dec-2025 07:19 PM,16-Dec-2025 10:00 AM,techsummary_565201.pdf (733.07 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3265285,JAJATI KESHARI NAIK,28-Nov-2025 09:05 PM,Rejected-AOC,Rejected,30-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3265093,MANOJ KUMAR CHOUDHURY,29-Nov-2025 02:59 PM,Accepted-AOC,Accepted,30-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3271259,RANJIT BISWAL,01-Dec-2025 11:34 PM,Rejected-Finance,Not qualified for lottery process,19-Dec-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3271233,SHIBA BADAIK,01-Dec-2025 11:14 PM,Rejected-Finance,Not qualified for lottery process,19-Dec-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
