Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SR to Bridge Over Malda Nallah on Birikala to Sagapali road for the year 2025-26,REPAIR TO BRIDGE RAILING PAINTING APPROACH ROAD,Please refer Tender documents. ,NA ,"8,40,248",Civil Works - Bridges,NA ,Tender,90.0,30.0,BANSPAL,758085.0,NA ,NA ,NA ,SE RWD BANSPAL,No ,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GST PAN LICENSE WITH OTHER DOCUMENTS AS PER DTCN,"8,402",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-KEONJHAR||RW Division Bansapal,Road Online NCB No. 04 of 2025-26,2025_CERWI_120194_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SE RWD BANSPAL,Office of the Superintending Engineer RWD BANSPAL,28-Oct-2025 09:00 AM,06-Nov-2025 11:00 AM,28-Oct-2025 09:00 AM,04-Nov-2025 05:00 PM,28-Oct-2025 09:00 AM ,03-Nov-2025 09:00 AM ,28-Oct-2025 09:00 AM,04-Nov-2025 05:00 PM,AOC,Superintending Engineer,Internal,S.E./ D.A./ ESTIMATOR,Himansu Kumar Sethi,08-Jan-2026 01:08 PM,finsummary_559042.pdf (513.41 KB),CE RW I||RWCIRCLE-KEONJHAR||RW Division Bansapal,2025_CERWI_120194_1,Road Online NCB No. 04 of 2025-26,SR to Bridge Over Malda Nallah on Birikala to Sagapali road for the year 2025-26,1.0,3181342.0,PRITIPRAVA GHADEI,INR,"1,264,430.09",Finance,Cover1,Himansu Kumar Sethi,08-Jan-2026 12:19 PM,,BOQ Comparative Chart,1,3175866,BUDDHADEVA SAHU,04-Nov-2025 02:06 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,08-Jan-2026,"INR 1,264,430.09",30.0,Himansu Kumar Sethi,08-Jan-2026 02:07 PM,57.pdf (1971.00 KB),Superintending Engineer,Internal,S.E./ D.A./ ESTIMATOR,Himansu Kumar Sethi,08-Jan-2026 12:23 PM,techsummary_559042.pdf (1270.81 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3171533,JANMEJAYA NAYAK,01-Nov-2025 03:48 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CHECKLIST WITH MACHINARIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3168292,MANASI PATTNAIK,30-Oct-2025 04:39 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3177496,MIHIR KUMAR SAHU,03-Nov-2025 02:36 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3181342,PRITIPRAVA GHADEI,04-Nov-2025 04:03 PM,Accepted-AOC,Work has been awarded to Pritiprava Ghadei,08-Jan-2026 02:07 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3179160,RONAK KUMAR GUPTA,04-Nov-2025 01:18 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3168299,SAMARJIT PATTNAIK,30-Oct-2025 04:43 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3170117,SAROJINI JENA,31-Oct-2025 04:18 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3181145,SOUMYA SWAROOP SAMAL,04-Nov-2025 03:18 PM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3178793,SUJATA SAHOO,04-Nov-2025 11:43 AM,Rejected-Finance,Not selected in the lottery,08-Jan-2026 01:08 PM,,,,,,,,,,,,,AOC
