Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,"4,200",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,01-Nov-2025 05:00 PM,12-Nov-2025 11:00 AM,01-Nov-2025 05:00 PM,11-Nov-2025 05:00 PM,01-Nov-2025 05:00 PM ,10-Nov-2025 04:00 PM ,01-Nov-2025 05:00 PM,11-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-07 of 2025-26.,2025_CERWI_120518_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Fire Station at Rampur.,S/R Buildings Work,Please refer Tender documents. ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,AOC,Er Subhrata Meher,Internal,,Subhrata Meher,03-Jan-2026 09:22 PM,finsummary_560913.pdf (359.71 KB),Er Subhrata Meher,Internal,,Subhrata Meher,03-Jan-2026 09:20 PM,techsummary_560913.pdf (359.71 KB),03-Jan-2026,"INR 356,894",120.0,Subhrata Meher,03-Jan-2026 09:24 PM,Result.pdf (485.00 KB),1,3179795,ANANDA KUMAR PANDA,11-Nov-2025 01:04 AM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120518_18,BI No.Tender Online SNPR-07 of 2025-26.,S/R to Fire Station at Rampur.,1.0,3211967.0,BALARAM BARIHA,INR,"356,894",Finance,11 nos of Bidders,Subhrata Meher,16-Nov-2025 05:08 PM,,BOQ Comparative Chart,AOC
,,,,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3213007,Arabinda Nayak,11-Nov-2025 02:20 PM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3211967,BALARAM BARIHA,11-Nov-2025 01:27 PM,Accepted-AOC,Work awarded in regular lottery system,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3213769,BISWABHUSAN JAGADALA,11-Nov-2025 04:44 PM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3198098,CHANDRAKANTI SAHU,08-Nov-2025 05:29 PM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3210599,DIBYA KUMAR MAJHI,11-Nov-2025 12:04 AM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3200822,DILIP KUMAR PANDA,09-Nov-2025 04:27 PM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3201059,JITEN SUNA,10-Nov-2025 09:32 PM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3181546,PRIYAJIT BARAPANDA,10-Nov-2025 11:42 PM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3210788,PUSPANJALI DEHURI,11-Nov-2025 06:31 AM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3211592,TAPAN RUIDAS,11-Nov-2025 11:19 AM,Rejected-AOC,Rejected,03-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,AOC
