S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3315459.0,SURAJ BEHERA,INR,"1,249,170.771",Finance,Total 6 Bids submitted and all are accepted,Anurag Mishra,29-Dec-2025 05:24 PM,finance_570649.pdf,BOQ Comparative Chart,"Anurag Mishra, DFO",Internal,"1. PRAMODINI PRADHAN, FR, 2. PRIYABRATA MALLICK, Dy. RANGER, 3. SANJIB KUMAR SAHU, Sr. ASSISTANT, I/C HEAD CLERK, 4. RAMAKANTA MISHRA, Sr. ASSISTANT",Anurag Mishra,15-Jan-2026 04:33 PM,finsummary_570649.pdf (867.06 KB),Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Cuttack||DFO Phulbani KL,2025_DFPBK_122852_1,FECC/PLB/02/2025-26,Construction of Forest Guard Quarter at Phulbani Division Office campus,"Anurag Mishra, DFO",Internal,"1. Pramodini Pradhan, FR, 2. Priyabrata Mallick, Dy. Ranger, 3. Sanjib Kumar Sahu, Sr. Assistant, I/C Head Clerk, 4. Ramakanta Mishra, Sr. Assistant",Anurag Mishra,15-Jan-2026 04:22 PM,techsummary_570649.pdf (867.06 KB),1,3317720,BIPRA BEHERA,19-Dec-2025 04:32 PM,Rejected-Finance,REJECT,15-Jan-2026 04:33 PM,17-Jan-2026,"INR 1,249,170.771",90.0,Anurag Mishra,17-Jan-2026 05:45 PM,FGQUARTERPLB.pdf (600.00 KB),Contract Awarded to Suraj Behera,AOC,"Divisional Forest Officer, Phulbani KL Division","Forest Campus, Near Madikunda Square, Phulbani, Kandamal, 762001","14,694",No,fixed,,Nil,Nil,Construction of Forest Guard Quarter at Phulbani Division Office campus,Construction of Forest Guard Quarter at Phulbani Division Office campus,Please refer Tender Documents ,NA ,"14,69,439",Civil Works - Buildings,NA ,Tender,90.0,90.0,"Divisional Office Campus, DFO KL Phulbani",762001.0,NA ,NA ,NA ,"O/o the DFO, Phulbani KL Division",No ,No,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Cuttack||DFO Phulbani KL,FECC/PLB/02/2025-26,2025_DFPBK_122852_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,11-Dec-2025 06:00 PM,20-Dec-2025 11:30 AM,11-Dec-2025 06:00 PM,19-Dec-2025 05:30 PM,NA ,NA ,11-Dec-2025 06:00 PM,19-Dec-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid CDMS, GST, PAN, reg Certificate, NO. relation , labour license, Affidavits other document DTCN","6,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3314050,Shimanchal Pradhan,19-Dec-2025 04:33 PM,Rejected-Technical,Not qualified in Lottery System,15-Jan-2026 04:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3315335,SILA PANIGRAHY,19-Dec-2025 03:11 PM,Rejected-Technical,Not qualified in Lottery System,15-Jan-2026 04:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3315459,SURAJ BEHERA,18-Dec-2025 08:41 PM,Accepted-AOC,Accept,17-Jan-2026 05:45 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3316592,SWADESHI BEHERA,19-Dec-2025 12:29 PM,Rejected-Technical,Not qualified in Lottery System,15-Jan-2026 04:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3317552,Swadhin Kumar Pradhan,19-Dec-2025 03:54 PM,Rejected-Technical,Not qualified in Lottery System,15-Jan-2026 04:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
