Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er Subhrata Meher,Internal,,Subhrata Meher,12-Jan-2026 07:35 PM,techsummary_566353.pdf (244.75 KB),1,3266128,BALARAM BARIHA,29-Nov-2025 01:37 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,12-Jan-2026,"INR 1,857,636",90.0,Subhrata Meher,12-Jan-2026 07:39 PM,Result.pdf (543.00 KB),1.0,3265074.0,SURYABRATA PANIGRAHI,INR,"1,857,636",Finance,19 Bidders,Subhrata Meher,06-Dec-2025 05:31 PM,,BOQ Comparative Chart,Er Subhrata Meher,Internal,,Subhrata Meher,12-Jan-2026 07:37 PM,finsummary_566353.pdf (244.75 KB),CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_121753_3,BI No.Tender Online SNPR-10 of 2025-26.,S/R to KAPASIRA KAINSKANDA BSY BRIDGE (GURUNDU NALLAHA) LEFT APPROACH 1.000 KM AND RIGHT APPROACH 0.800 KM,AOC,1.0,ICICI BANK,22-Nov-2025 09:00 AM,01-Dec-2025 11:00 AM,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,22-Nov-2025 09:00 AM ,28-Nov-2025 04:00 PM ,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,"21,850",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-10 of 2025-26.,2025_CERWI_121753_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",S/R to KAPASIRA KAINSKANDA BSY BRIDGE (GURUNDU NALLAHA) LEFT APPROACH 1.000 KM AND RIGHT APPROACH 0.800 KM,Civil Road Works,Please refer Tender documents. ,NA ,"21,85,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,AOC
,,,,,,2,3262464,BIGHNARAJ PRADHANI,28-Nov-2025 02:25 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3252992,Debaranjan Tripathy,26-Nov-2025 10:53 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3266239,DHIRENDRA KUMAR PATEL,29-Nov-2025 01:49 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3266604,DIBYA KUMAR MAJHI,29-Nov-2025 03:33 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3265666,DINESH AGRAWAL,29-Nov-2025 10:48 AM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3262666,JAGABANDHU DASH,28-Nov-2025 11:32 AM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3264918,Janmajaya Meher,28-Nov-2025 06:58 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3256532,JOGESWAR AGRAWAL,26-Nov-2025 08:37 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3261529,KALPANA RANA,27-Nov-2025 08:12 PM,Rejected-AOC,Rejected,12-Jan-2026 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
