Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourk",1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit Towards Authenticity of Documents,"2,000",0.0,Nil,Nil,No,"3,560",Yes,fixed,,Nil,Nil,04-Nov-2025 03:00 PM,11-Nov-2025 09:00 AM,04-Nov-2025 03:00 PM,10-Nov-2025 05:00 PM,04-Nov-2025 03:00 PM ,09-Nov-2025 05:00 PM ,04-Nov-2025 03:00 PM,10-Nov-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online -EERKL-15 of 2025-26,2025_CERWI_120779_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Maintenace and Repair of R.I office cum Residence building at Biramitrapur G.F. and F.F,Maintenace and Repair of R.I office cum Residence building at Biramitrapur G.F. and F.F,Please refer Tender documents. ,NA ,"3,55,514",Civil Works - Buildings,NA ,Tender,90.0,60.0,ROURKELA,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,AOC,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,12-Jan-2026 05:32 PM,finsummary_561754.pdf (649.84 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2025_CERWI_120779_4,Online -EERKL-15 of 2025-26,Maintenace and Repair of R.I office cum Residence building at Biramitrapur G.F. and F.F,1.0,3205950.0,S.K. INFRA PROJECTS,INR,"302,223",Finance,13 bidders applied,Dasharathi Sethy,12-Jan-2026 05:25 PM,,BOQ Comparative Chart,1,3208611,ALOK KUMAR MOHANTY,10-Nov-2025 04:15 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,12-Jan-2026,"INR 302,223",60.0,Dasharathi Sethy,12-Jan-2026 05:35 PM,04.pdf (650.00 KB),Awarded Cost,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,12-Jan-2026 05:28 PM,techsummary_561754.pdf (649.84 KB),AOC
,,,,.pdf,"PAN Card, GSTN, Regestration Certificate another as per DTCN, Contact No.",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3207677,ARJUN SINGHI,10-Nov-2025 02:34 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit Regarding norelation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3203490,ASHOK SUNANI,09-Nov-2025 08:09 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit Regarding correctness of information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3206831,BINOD SAHOO,10-Nov-2025 01:19 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3205568,DEEPAK KUMAR THAKUR,10-Nov-2025 11:14 AM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3207185,JAGDISH PRASAD,10-Nov-2025 01:48 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3202160,MD SEHANASA,09-Nov-2025 04:19 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3208367,MONIKA ENTERPRISES,10-Nov-2025 03:54 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3208353,RABI PRASAD,10-Nov-2025 03:52 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3194938,RABI THAKUR,07-Nov-2025 06:26 PM,Rejected-AOC,Rejected by the committee,12-Jan-2026 05:36 PM,,,,,,,,,,,,,,AOC
