Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",Periodical Maintenance of Raibania O.T.Road at 8th Km Teghari Chhak to Baharsaradiha road for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"9,96,964",Civil Works - Roads,NA ,Tender,90.0,90.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,1.0,ICICI BANK,"Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar",13-Nov-2025 03:00 PM,20-Nov-2025 11:00 AM,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,13-Nov-2025 03:00 PM ,18-Nov-2025 05:00 PM ,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 10/2025-26,2025_CERWI_121178_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,970",Yes,percentage,1.0%,Nil,Nil,AOC,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,16-Jan-2026 01:41 PM,finsummary_563903.pdf (837.13 KB),Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,28-Nov-2025 09:57 PM,techsummary_563903.pdf (481.74 KB),1,3236602,ANIRUDHA SAHU,18-Nov-2025 10:36 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,1.0,3235961.0,M/S SANGRAM KUMAR KARAN,INR,"847,519",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_121178_19,SE/RW/Jls- 10/2025-26,Periodical Maintenance of Raibania O.T.Road at 8th Km Teghari Chhak to Baharsaradiha road for the year 2025-26.,16-Jan-2026,"INR 996,964",90.0,Nirupama Sankhua,16-Jan-2026 01:45 PM,raibaniaworkorder.pdf (606.00 KB),Finance,All bidders have qualified,Soubhagya Kumar Das,28-Nov-2025 09:54 PM,,BOQ Comparative Chart,AOC
,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3238505,ASHOK KUMAR PARIDA,19-Nov-2025 04:30 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3234047,Geetarani Giri,17-Nov-2025 11:25 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3238117,JAGAT BANDHU DAS,19-Nov-2025 02:14 PM,Rejected-AOC,The work order issued to the agency.,16-Jan-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3234533,MITHU GIRI,18-Nov-2025 01:51 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3235961,M/S SANGRAM KUMAR KARAN,18-Nov-2025 05:04 PM,Accepted-AOC,The work order issued to the agency.,16-Jan-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3233477,NARAYAN CHANDRA DAS,17-Nov-2025 08:17 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3237025,PANKAJ KUMAR PATRA,19-Nov-2025 08:17 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3237584,RAMAKRUSHNA GIRl,19-Nov-2025 12:31 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3234213,SANYASI BHUYAN,18-Nov-2025 01:44 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
