EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"19,940",Yes,percentage,1.0%,Nil,Nil,13-Nov-2025 03:00 PM,20-Nov-2025 11:00 AM,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,13-Nov-2025 03:00 PM ,18-Nov-2025 05:00 PM ,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Special Repair of Jagatipur Mahadev Mandir to Jamunasul Sea Beach via Kaumari Chandmani for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"19,93,992",Civil Works - Roads,NA ,Tender,90.0,90.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 10/2025-26,2025_CERWI_121178_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar",AOC,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,17-Jan-2026 11:43 AM,finsummary_563859.pdf (763.70 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_121178_8,SE/RW/Jls- 10/2025-26,Special Repair of Jagatipur Mahadev Mandir to Jamunasul Sea Beach via Kaumari Chandmani for the year 2025-26.,1.0,3238236.0,BHAGYASHREE JENA,INR,"1,695,093",Finance,All bidders have qualified,Soubhagya Kumar Das,28-Nov-2025 08:45 PM,,BOQ Comparative Chart,1,3238236,BHAGYASHREE JENA,19-Nov-2025 02:35 PM,Accepted-AOC,The work order has issued to the agency,17-Jan-2026 11:48 AM,17-Jan-2026,"INR 1,993,992",90.0,Nirupama Sankhua,17-Jan-2026 11:48 AM,mahadevworkorder.pdf (552.00 KB),Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,28-Nov-2025 08:57 PM,techsummary_563859.pdf (481.74 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3236898,HARAMOHAN SAHU,19-Nov-2025 03:46 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3238179,JAGADISH PRADHAN,19-Nov-2025 02:25 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3237662,JAYANTI SAHU,19-Nov-2025 02:22 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3236655,JYOTIGOPAL SAHU,18-Nov-2025 11:06 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3236536,MADHUSMITA PAL,18-Nov-2025 09:29 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3237566,MAMATA BAUG,19-Nov-2025 12:11 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3238437,MANAS ROUT,19-Nov-2025 03:29 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3237098,MANOJ KUMAR SAHOO,19-Nov-2025 09:51 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3236320,PANKAJ KUMAR PATRA,18-Nov-2025 07:52 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 11:43 AM,,,,,,,,,,,,,AOC
