Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 12:44 PM,techsummary_552490.pdf (983.80 KB),1.0,3090152.0,RAJESH KUMAR SAHOO,INR,"1,357,886","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_117999_3,BID NO-2170/2025-26 DT.08.09.2025,REVIVAL AND RE-ENERGISATION OF FAKIRPADA LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,1,3093385,ALOK KUMAR SETHY,22-Sep-2025 09:25 AM,Rejected-Technical,Rejected,02-Jan-2026 12:44 PM,02-Jan-2026,"INR 1,357,886",90.0,SUJIT KUMAR MOHANTY,02-Jan-2026 12:47 PM,Fakirpada3Rajesh.pdf (984.00 KB),Work order and agreement completed,Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,23-Sep-2025 12:09 PM,finance_552490.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 12:45 PM,finsummary_552490.pdf (983.80 KB),AOC,15-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,15-Sep-2025 10:00 AM ,20-Sep-2025 05:00 PM ,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,Yes,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-2170/2025-26 DT.08.09.2025,2025_OLIC_117999_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"15,973",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,REVIVAL AND RE-ENERGISATION OF FAKIRPADA LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF FAKIRPADA LIP UNDER BALIPATNA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,Please refer tender docuemnts ,NA ,"15,97,325",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALIPATNA,752102.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,AOC
,,,,,,,,,,,,,,,2,3094264,ASHOK PANI,22-Sep-2025 12:48 PM,Rejected-Technical,Rejected,02-Jan-2026 12:44 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3091057,HAREKRUSHNA ROUT,20-Sep-2025 05:30 PM,Rejected-Technical,Rejected,02-Jan-2026 12:44 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3093712,JITENDRA SARANGI,22-Sep-2025 01:11 PM,Rejected-Technical,Rejected,02-Jan-2026 12:44 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3090152,RAJESH KUMAR SAHOO,22-Sep-2025 03:20 PM,Accepted-AOC,Work order and agreement completed,02-Jan-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3091343,SHREE KISHAN ENTERPRISES,20-Sep-2025 07:56 PM,Rejected-Technical,Rejected,02-Jan-2026 12:44 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3094275,S.R CONSTRUCTIONS PROP-SUJATA RAY,22-Sep-2025 12:46 PM,Rejected-Technical,Rejected,02-Jan-2026 12:44 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
