Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
27-Sep-2025 06:55 PM,06-Oct-2025 11:00 AM,27-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,27-Sep-2025 06:55 PM ,03-Oct-2025 02:00 PM ,27-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,25-Nov-2025 11:00 AM,"8,86,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online 11/2025-26,2025_CERWI_118851_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of road from Kumaganda to Turku (A.P.) via Singijhola,Jadaba in the District of Koraput under MMSY-Connecting Unconnected Villages in Difficult Areas (CUVDA) for the year 2024-25.","Construction of road from Kumaganda to Turku (A.P.) via Singijhola,Jadaba in the District of Koraput under MMSY-Connecting Unconnected Villages in Difficult Areas (CUVDA) for the year 2024-25.",NA ,NA ,"8,85,12,000",Civil Works - Roads,NA ,Tender,90.0,367.0,SUNABEDA,763001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda, At-Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput","10,000",0.0,Nil,Nil,No,AOC,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,22-Jan-2026 09:42 PM,finsummary_554461.pdf (951.33 KB),CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_118851_1,CCERWCSBD Online 11/2025-26,"Construction of road from Kumaganda to Turku (A.P.) via Singijhola,Jadaba in the District of Koraput under MMSY-Connecting Unconnected Villages in Difficult Areas (CUVDA) for the year 2024-25.",Technical,bidders name,Rinku Nahak,21-Nov-2025 01:38 PM,technical_554461.pdf,1.0,3106935.0,MANOJ KUMAR NAYAK,INR,"75,244,285.94",22-Jan-2026,"INR 88,512,276.13",367.0,Rinku Nahak,22-Jan-2026 09:49 PM,AOCKUMAGANDA.pdf (371.00 KB),"Award of contract to Sri Manoj Kumar Nayak, A Class Contractor through transparency lottery system",1,3109623,CHETAN BISOI,04-Oct-2025 04:33 PM,Rejected-AOC,REJECT,22-Jan-2026 09:49 PM,Finance,cs,Rinku Nahak,22-Jan-2026 09:34 PM,finance_554461.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda",Rinku Nahak,21-Nov-2025 01:51 PM,25-Nov-2025 11:00 AM,techsummary_554461.pdf (761.38 KB),AOC
,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3109749,DEMANTI AGRAWAL,04-Oct-2025 04:50 PM,Rejected-AOC,REJECT,22-Jan-2026 09:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3108736,JAY PRAKASH SHARMA,04-Oct-2025 12:39 PM,Rejected-AOC,REJECT,22-Jan-2026 09:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3107277,KAMAL HALDAR,03-Oct-2025 03:23 PM,Rejected-AOC,REJECT,22-Jan-2026 09:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3106935,MANOJ KUMAR NAYAK,04-Oct-2025 02:06 PM,Accepted-AOC,"Award of contract to Sri Manoj Kumar Nayak, A Class Contractor through transparency lottery system",22-Jan-2026 09:49 PM,,,,,,,,,,,,,,AOC
