Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,29-Nov-2025 07:15 PM,techsummary_564824.pdf (31.25 KB),1,3246134,HARA PRASAD NAYAK,22-Nov-2025 05:39 PM,Accepted-AOC,Qualified,09-Jan-2026 01:09 PM,09-Jan-2026,"INR 11,165,882",120.0,Dillip Kumar Das,09-Jan-2026 01:09 PM,Sindhigam_VIII_XII_XIII_XIV.pdf (4254.00 KB),Work Order,Finance,opened successfully,Dillip Kumar Das,29-Nov-2025 05:21 PM,finance_564824.pdf,BOQ Comparative Chart,1.0,3246134.0,HARA PRASAD NAYAK,INR,"11,165,882",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2025_OLIC_121304_47,1501/06.11.2025,"Sindhigam-VIII, Sindhigam-XII, Sindhigam-XIII and Sindhigam-XIV","Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,09-Jan-2026 01:05 PM,finsummary_564824.pdf (31.25 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License, PAN, GST, Joint Venture, Experience certificate, Affidavit","11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,1501/06.11.2025,2025_OLIC_121304_47,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, Lift irrigation Division, Naba","Executive Engineer, Lift irrigation Division, Nabarangpur, Odisha, Pin Code-764059","1,11,312",No,percentage,1.0%,Nil,Nil,"Sindhigam-VIII, Sindhigam-XII, Sindhigam-XIII and Sindhigam-XIV","Installation, electrification and energization of L.I. Projects Sindhigam-VIII, Sindhigam-XII, Sindhigam-XIII and Sindhigam-XIV under Nabarangpur Block of Nabarangpur District",As per DTCN ,NA ,"1,11,31,175",Civil Works - Lift Irrigation Schemes,Electrification ,Tender,180.0,120.0,Nabarangpur,764059.0,NA ,NA ,NA ,"Office of the Executive Engineer, Lift irrigation",No ,No,17-Nov-2025 10:00 AM,25-Nov-2025 11:00 AM,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,17-Nov-2025 10:00 AM ,21-Nov-2025 05:00 PM ,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,AOC
,,,,,,2,3250974,M/A OOMKAR TECNICAL SERVICE (P) LTD,24-Nov-2025 03:06 PM,Rejected-Finance,Disqualified being Surrendered,09-Jan-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of quantities,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3246965,M/S. PADHI ELECTRICALS,22-Nov-2025 07:45 PM,Rejected-Finance,Disqualified being L3,09-Jan-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,TCN documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3245338,M/S SHANTI POWER AND CONSTRUCTION,22-Nov-2025 08:23 PM,Rejected-Finance,Disqualified being L2,09-Jan-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3247907,PABITRA ELECTRICAL WORKSHOP,24-Nov-2025 11:17 AM,Rejected-Finance,Disqualified being Surrendered,09-Jan-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
