Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,1,ICICI BANK,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/08/2025-26",2025_CEMIB_121022_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10-Nov-2025 01:00 PM,18-Nov-2025 10:00 AM,10-Nov-2025 01:00 PM,17-Nov-2025 05:30 PM,NA ,NA ,10-Nov-2025 01:00 PM,17-Nov-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,"18,123",Yes,percentage,1.0%,Nil,Nil,Improvement to Kharla DWARF (In-Stream Storage) Check Dam across Kharla river at Kuchinda in Kuchinda Block of Sambalpur District Under PHD Deposit 2025-26.,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN",Please refer Tender documents. ,NA ,"18,12,251",Civil Works - Others,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN",AOC,18-Dec-2025,"INR 1,540,593.95",90.0,Kundan Singh Naik,05-Jan-2026 05:41 PM,1.pdf (456.00 KB),Work awarded to Sri Manoj Dev C Class Contractor,1,3220265,MANOJ DEV,15-Nov-2025 04:44 PM,Accepted-AOC,Selected vide transparent lottery,05-Jan-2026 05:41 PM,SE KS NAIK,Internal,AEE AE DAO,Kundan Singh Naik,27-Nov-2025 06:06 PM,techsummary_563060.pdf (442.58 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2025_CEMIB_121022_1,"SE,MID,SBP/08/2025-26",Improvement to Kharla DWARF (In-Stream Storage) Check Dam across Kharla river at Kuchinda in Kuchinda Block of Sambalpur District Under PHD Deposit 2025-26.,SE KS NAIK,Internal,AEE AE DAO,Kundan Singh Naik,27-Nov-2025 06:56 PM,finsummary_563060.pdf (379.08 KB),Finance,Admitted,Kundan Singh Naik,27-Nov-2025 05:41 PM,,BOQ Comparative Chart,1.0,3220265.0,MANOJ DEV,INR,"1,540,593.95",AOC
,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,2,3226503,UMESH CHANDRA MAHANANDA,16-Nov-2025 10:02 PM,Rejected-AOC,Not Selected vide transparent lottery,05-Jan-2026 05:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
