Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1. Construction of GPLF Office Building with Market Complex at Alana GP of Naugaon Block,Construction of GPLF Office Building with Market Complex at Alana GP of Naugaon Block,Please refer Tender documents ,NA ,"22,32,631",Civil Works - Buildings,NA ,Tender,90.0,180.0,Naugaon,754113.0,NA ,NA ,NA ,"O/o Panchayat Samiti, Naugaon",No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jagatsinghpur||NAUGAON Block,TENDER CALL NOTICE NO. BDO/NPS-02 of 2025-26,2025_PRBNA_120050_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,27-Oct-2025 10:00 AM,11-Nov-2025 11:00 AM,27-Oct-2025 10:00 AM,10-Nov-2025 05:30 PM,27-Oct-2025 10:00 AM ,06-Nov-2025 01:00 PM ,27-Oct-2025 10:00 AM,10-Nov-2025 05:30 PM,"6,000",Nil,Nil,No,BDO,"O/o Panchayat Samiti, Naugaon",1.0,ICICI BANK,"22,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor RC, Affidavit, NRC, Undertakings, GSTIN, PAN and any other documents as per SBD/DTCN",AOC,1,3199485,ALOKA KUMAR MOHANTY,10-Nov-2025 11:49 AM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,01-Jan-2026,"INR 2,232,631",180.0,NIRANJAN PARIDA,02-Jan-2026 02:45 PM,WO_GPLF_Alana.pdf (816.00 KB),"Award of Contract as per approved BOQ, tender conditions and agreement",Niranjana Parida,Internal,Bijaya Kumar Mallick Md Azharuddin Khan Pradeepta Khuntia Lopamudra Beura Diptimayee Patra,NIRANJAN PARIDA,25-Nov-2025 05:10 PM,techsummary_558195.pdf (511.24 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jagatsinghpur||NAUGAON Block,2025_PRBNA_120050_1,TENDER CALL NOTICE NO. BDO/NPS-02 of 2025-26,1. Construction of GPLF Office Building with Market Complex at Alana GP of Naugaon Block,Niranjana Parida,Internal,"Bijaya Kumar Mallick, Md Azharuddin Khan, Pradeepta Khuntia, Lopamudra Beura, Diptimayee Patra",NIRANJAN PARIDA,16-Dec-2025 12:33 PM,finsummary_558195.pdf (3992.94 KB),Finance,Admitted,NIRANJAN PARIDA,11-Nov-2025 11:52 AM,,BOQ Comparative Chart,1.0,3197798.0,SANGRAM MALLICK,INR,"1,897,960",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantity,AOC,2,3205348,BIKASH MOHANTY,10-Nov-2025 11:01 AM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3198229,CHIKON KUMAR SWAIN,08-Nov-2025 05:34 PM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3198489,GYANA PRAKASH MOHAPATRA,08-Nov-2025 06:26 PM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3198790,Jyoti Ranjan Biswal,08-Nov-2025 07:12 PM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3194600,MOHAN KUMAR MALLICK,07-Nov-2025 05:15 PM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3204895,M/S BIJAY NAYAK,10-Nov-2025 10:08 AM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3205370,NIRAMAL KUMAR BAL,10-Nov-2025 11:02 AM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3204193,PARESWAR SASMAL,09-Nov-2025 11:29 PM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3208676,PRABIR KUMAR KUNAR,10-Nov-2025 04:23 PM,Rejected-Finance,Not selected in lottery held on 27.11.2025,16-Dec-2025 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
