Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"CONST OF CLASS ROOM AT GOVT. UP SCHOOL, KHALIAPALI","CONST OF CLASS ROOM AT GOVT. UP SCHOOL, KHALIAPALI",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,180.0,NA ,BIJEPUR,768032.0,NA ,NA ,NA ,BIJEPUR BLOCK OFFICE,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||BIJEPUR Block,BIJEPUR-04-2025-26,2025_PRBBJ_121851_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,BDO BIJEPUR,"AT/PO- BLOCK OFFICE, BIJEPUR. PS- BIJEPUR DIST- BARGARH PIN-768032, ODISHA",25-Nov-2025 09:00 AM,10-Dec-2025 11:00 AM,26-Nov-2025 09:00 AM,09-Dec-2025 05:00 PM,25-Nov-2025 09:00 AM ,26-Nov-2025 05:00 PM ,26-Nov-2025 09:00 AM,09-Dec-2025 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"14,270",No,fixed,,Nil,Nil,0.0,Nil,Nil,No,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||BIJEPUR Block,2025_PRBBJ_121851_1,BIJEPUR-04-2025-26,"CONST OF CLASS ROOM AT GOVT. UP SCHOOL, KHALIAPALI",SAROJ KU BISWAL,Internal,BDO ABDO AEE BFO JE CP,SAROJ BISWAL,06-Jan-2026 02:23 PM,finsummary_566593.pdf (319.18 KB),Finance,BID WAS OPENED IN PRESENCE OF THE TENDER COMMITTEE AND BOTH OF THE BIDDERS PRATIMA SAHU AND DHANPATI SAHU,SAROJ BISWAL,10-Dec-2025 11:27 AM,finance_566593.pdf,BOQ Comparative Chart,1.0,3285945.0,PRATIMA SAHU,INR,"1,213,113",1,3290889,DHANPATI SAHU,09-Dec-2025 09:11 AM,Rejected-AOC,REJECTED THR LOTTERY,06-Jan-2026 03:23 PM,06-Jan-2026,"INR 1,213,113",180.0,SAROJ BISWAL,06-Jan-2026 03:23 PM,WO_KHALIAPALI_SCHOOL.pdf (602.00 KB),AOC AWARDED TO PRATIMA SAHU,SAROJ KU BISWAL,Internal,BDO ABDO AEE BFO JE CP,SAROJ BISWAL,06-Jan-2026 02:19 PM,techsummary_566593.pdf (319.18 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3285945,PRATIMA SAHU,07-Dec-2025 02:16 PM,Accepted-AOC,ACCEPTED THR LOTTERY,06-Jan-2026 03:23 PM,,,,,,,,,,,,,,AOC
