Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
"Block Development Officer, Kesinga",Internal,,Janmejaya Swain,16-Jan-2026 05:44 PM,techsummary_553422.pdf (886.56 KB),16-Jan-2026,"INR 4,143,788",180.0,Janmejaya Swain,16-Jan-2026 05:51 PM,NonresidentialKesinga.pdf (887.00 KB),1,3107065,BALARAM NAIK,03-Oct-2025 02:46 PM,Accepted-AOC,Qualified,16-Jan-2026 05:51 PM,1.0,3107065.0,BALARAM NAIK,INR,"4,143,788",Finance,10 nos. bidder participated,Janmejaya Swain,15-Oct-2025 04:45 PM,,BOQ Comparative Chart,"Block Development Officer, Kesinga",Internal,,Janmejaya Swain,16-Jan-2026 05:49 PM,finsummary_553422.pdf (886.56 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi||KESINGA Block,2025_PRDKS_118385_2,PS-KSNG-T-2/2025-26,Construction of Non-Residential building at Kesinga,AOC,Construction of Non-Residential building at Kesinga,Building,Please refer Tender documents. ,NA ,"48,74,472",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kesinga,766012.0,NA ,NA ,NA ,"O/o Panchayat Samiti, Kesinga",No ,No,"Block Development officer, Kesinga","O/o Panchayat Samiti, Kesinga",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, PAN, GST, No Relation certificate","49,000",Yes,fixed,,Nil,Nil,24-Sep-2025 11:00 AM,04-Oct-2025 11:00 AM,24-Sep-2025 11:00 AM,03-Oct-2025 05:00 PM,24-Sep-2025 11:00 AM ,26-Sep-2025 05:00 PM ,24-Sep-2025 11:00 AM,03-Oct-2025 05:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi||KESINGA Block,PS-KSNG-T-2/2025-26,2025_PRDKS_118385_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3104168,Bhodev Mahala,01-Oct-2025 11:34 AM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3107442,CH SUBASH CHANDRA PATRO,03-Oct-2025 03:14 PM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3106834,M/S SHREE SHYAM REALCON,03-Oct-2025 01:22 PM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3105688,PARAMANANDA SAHU,02-Oct-2025 04:12 PM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3106433,POOJA MITTAL,03-Oct-2025 09:15 AM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3104235,SANJEEB KUMAR AGRAWAL,02-Oct-2025 11:36 AM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3106977,SITESH KUMAR NAHAK,03-Oct-2025 02:49 PM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3107104,SUBHAKANTA MISHRA,03-Oct-2025 02:39 PM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3106660,TAPAN SAHU,03-Oct-2025 11:59 AM,Rejected-Finance,Disqualified,16-Jan-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
