Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Finance,"As per technical evaluation, 7 out of 7 bidders are found to be qualified",ELEENA MISHRA,08-Jan-2026 12:07 PM,,BOQ Comparative Chart,08-Jan-2026,"INR 612,267",60.0,ELEENA MISHRA,08-Jan-2026 12:21 PM,AOCkaninallaII.pdf (214.00 KB),"As per the result of transparent lottery, the lowest bidder being 14.99%less than the estimated cost put to tender, Sashikanta Sahoo contractor is declared as winner",1.0,3284767.0,SASHIKANTA SAHOO,INR,"612,267","CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",2025_CEMIB_121937_16,SEMIDBLS-07/2025- 26,Improvement to Kani Nalla-II Check Dam in Bonth Block of Bhadrak District for the year 2025-26,1,3289024,KALINGA GOURAV DAS,08-Dec-2025 02:11 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,08-Jan-2026 12:18 PM,Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra, A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",ELEENA MISHRA,08-Jan-2026 12:13 PM,techsummary_567680.pdf (45.92 KB),Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra, A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",ELEENA MISHRA,08-Jan-2026 12:18 PM,finsummary_567680.pdf (45.92 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Bid cost, EMD, Valid RC, GSTN, PAN, NRC, Affidavit and any other documents as per DTCN","4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",SEMIDBLS-07/2025- 26,2025_CEMIB_121937_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,300",Yes,fixed,,Nil,Nil,"Superintending Engineer,M.I Division, Balasore",Office of the Superintending Engineer Minor Irrigation Division Balasore Near Fandi Chhaka Balasore 756001,Improvement to Kani Nalla-II Check Dam in Bonth Block of Bhadrak District for the year 2025-26,Improvement to Kani Nalla-II Check Dam in Bonth Block of Bhadrak District for the year 2025-26,Please refer Tender documents. ,NA ,"7,20,230",Civil Works - Others,NA ,Tender,90.0,60.0,Bonth Block,756114.0,NA ,NA ,NA ,Office of the Superintending Engineer Minor Irriga,No ,No,29-Nov-2025 10:00 AM,09-Dec-2025 11:00 AM,29-Nov-2025 10:00 AM,08-Dec-2025 05:00 PM,NA ,NA ,29-Nov-2025 10:00 AM,08-Dec-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3272605,MADHU SUDAN SAHOO,02-Dec-2025 07:15 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,08-Jan-2026 12:18 PM,,,,,,,,,,,,,AOC,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3276905,PRASANTA KUMAR SAHU,04-Dec-2025 12:28 AM,Rejected-Finance,1st lowest tenderer is not Lottery winner,08-Jan-2026 12:18 PM,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3285408,Priya Ranjan Senapati,07-Dec-2025 11:06 AM,Rejected-Finance,1st lowest tenderer is not Lottery winner,08-Jan-2026 12:18 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3282103,RABINDRA KUMAR SETHY,05-Dec-2025 03:04 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,08-Jan-2026 12:18 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3279985,RUDRA NARAYAN JENA,04-Dec-2025 07:57 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,08-Jan-2026 12:18 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3284767,SASHIKANTA SAHOO,08-Dec-2025 10:12 AM,Accepted-AOC,You have been awarded the contract for this tender,08-Jan-2026 12:21 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
