Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Construction Of 06 Nos. E Type Qtrs. At Chandabali PS, Bhadrak",Building Work,Please refer Tender documents. ,NA ,"1,94,31,514",Civil Works - Buildings,NA ,Tender,90.0,365.0,Bhadrak,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,"1,94,300",Yes,fixed,,Nil,Nil,1.0,EXTENSION OF DATE AND TIME,Date,,Orissa State Police Housing and Welfare Corporation Ltd,15/OPHWC/2025-26,2025_OSPHW_119443_14,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,14-Oct-2025 06:55 PM,10-Nov-2025 10:30 AM,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,NA ,NA ,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,09-Dec-2025 10:30 AM,AOC,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,ANANDA CHANDRA PANDA,17-Jan-2026 04:47 PM,finsummary_555992.pdf (377.73 KB),Technical,5 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,10-Nov-2025 01:53 PM,,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,08-Dec-2025 04:55 PM,09-Dec-2025 10:30 AM,techsummary_555992.pdf (362.36 KB),Finance,FINANCIAL BID OPEN AND COMPARATIVE GENERATED,LAXMIPRIYA NAYAK,09-Dec-2025 11:35 AM,,BOQ Comparative Chart,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_119443_14,15/OPHWC/2025-26,"Construction Of 06 Nos. E Type Qtrs. At Chandabali PS, Bhadrak",1.0,3171886.0,SANDEEP NAYAK,INR,"16,518,730",1,3172350,Abhimanyu Das,01-Nov-2025 03:43 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,08-Dec-2025 04:55 PM,17-Jan-2026,"INR 16,518,730",365.0,ANANDA CHANDRA PANDA,17-Jan-2026 04:51 PM,BHADRAK.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 16.01.2026,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3164533,Ananta Kumar Das,28-Oct-2025 07:42 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,17-Jan-2026 04:47 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3171886,SANDEEP NAYAK,01-Nov-2025 12:53 PM,Accepted-AOC,QUALIFIED BIDDER,17-Jan-2026 04:51 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3172334,SAYED JAHED ALI,07-Nov-2025 12:36 PM,Rejected-Finance,DUE TO L2 BIDDER,17-Jan-2026 04:47 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3170394,TAPAS KUMAR JENA,31-Oct-2025 05:58 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,08-Dec-2025 04:55 PM,,,,,,,,AOC
