EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"18,060",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,05/2025-26,2025_OLIC_120963_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Installation and Energisation of Kashinagar_XV TW Project of Kashinagar Block under Gajapati District,Installation and Energisation of Kashinagar_XV TW Project of Kashinagar Block under Gajapati District,Please refer Tender documents. ,NA ,"18,05,989",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,"Executive Engineer, L.I. Division, Paralakhemundi",761200.0,NA ,NA ,NA ,"Executive Engineer, L.I. Division, Paralakhemundi",No ,No,"7,080",0.0,Nil,Nil,Yes,1.0,ICICI BANK,"Executive Engineer, L.I. Division, Paralakhemundi","Executive Engineer, L.I. Division, Paralakhemundi",12-Nov-2025 11:00 AM,20-Nov-2025 11:00 AM,12-Nov-2025 11:00 AM,19-Nov-2025 05:00 PM,12-Nov-2025 11:00 AM ,17-Nov-2025 05:00 PM ,12-Nov-2025 11:00 AM,19-Nov-2025 05:00 PM,AOC,03-Jan-2026,"INR 1,805,989.019",90.0,RAGHUNATH BEHERA,03-Jan-2026 11:11 AM,KASHINAGARXV.pdf (27701.00 KB),1.0,3238595.0,SAROJ JENA,19-Nov-2025 03:53 PM,Accepted-AOC,L1,03-Jan-2026 11:11 AM,RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,03-Jan-2026 10:52 AM,techsummary_562827.pdf (388.44 KB),RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,03-Jan-2026 10:56 AM,finsummary_562827.pdf (388.44 KB),Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,2025_OLIC_120963_18,05/2025-26,Installation and Energisation of Kashinagar_XV TW Project of Kashinagar Block under Gajapati District,1.0,3238595.0,SAROJ JENA,INR,"1,805,989.019",Finance,"Tender bid successfully opened. Hence, the bid accepted.",RAGHUNATH BEHERA,22-Nov-2025 10:24 AM,finance_562827.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,,,,,,,2.0,3235407.0,SUNIL KUMAR BEHERA,18-Nov-2025 04:39 PM,Rejected-Technical,"AMONG THE BIDDERS, M/S SUNIL KUMAR BEHERA HAS NOT SUBMITTED MANDATORY DOCUMENTS AS SPECIFIED IN THE DTCN ON THIS PORTAL. HENCE THEIR BID IS REJECTED FROM CONSIDERATION FOR L1 STATUS",03-Jan-2026 10:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
