Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Financial Bid Opening and Lottery Invitation,BIKRAMADITYA PANIGRAHY,01-Dec-2025 05:40 PM,finance_555601.pdf,BOQ Comparative Chart,Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,18-Nov-2025 05:43 PM,20-Nov-2025 11:00 AM,techsummary_555601.pdf (2518.79 KB),15-Dec-2025,"INR 2,835,009",90.0,BIKRAMADITYA PANIGRAHY,31-Jan-2026 05:36 PM,Khasakudar.pdf (648.00 KB),Award of Contract,1,3150912,BARENDRA KRISHNA MATAGAJSINGH,27-Oct-2025 01:27 PM,Rejected-AOC,Not Selected in Lottery,31-Jan-2026 05:36 PM,1.0,3158148.0,NABIN KUMAR PAL,INR,"2,835,009",Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,06-Dec-2025 05:06 PM,finsummary_555601.pdf (1786.85 KB),Technical,Bid Opening Summary,BIKRAMADITYA PANIGRAHY,12-Nov-2025 01:40 PM,technical_555601.pdf,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,2025_OLIC_119374_29,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,New Installation and Energisation including power supply work of KHASAKUDAR LIP under THAKURMUNDA block in Mayurbhanj District,AOC,Executive Engineer,"At-Ankura,Po-Karanjia,Dist-Mayurbhanj","7,080",0.0,Nil,Nil,No,13-Oct-2025 11:00 AM,28-Oct-2025 11:00 AM,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,13-Oct-2025 11:00 AM ,23-Oct-2025 05:00 PM ,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,20-Nov-2025 11:00 AM,"33,349",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender paper Cost,EMD,GSTIN,PAN,Affidavit,Civil and HT License,Joint Venture Agreement",New Installation and Energisation including power supply work of KHASAKUDAR LIP under THAKURMUNDA block in Mayurbhanj District,New Construction of Head works Distribution System and energization including Power supply work of KHASAKUDAR LIP under THAKURMUNDA block in Mayurbhanj District,Please refer Tender documents ,NA ,"33,34,913",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,NA ,Karanjia,757037.0,NA ,NA ,NA ,Karanjia,No ,No,1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,2025_OLIC_119374_29,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3158242,DAYANIDHI KABI,27-Oct-2025 01:39 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3159450,GOPINATH DAS,27-Oct-2025 04:54 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3159022,KAMALAKANTA DAS,27-Oct-2025 04:35 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3158209,MS MOHANTY ELECTRICALS,27-Oct-2025 12:24 PM,Rejected-Finance,Not Selected for Lottery,06-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3149213,MS SAI ENGINEERING & COMPANY,27-Oct-2025 01:15 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3159469,M/S SOUDAMINI ELECTRICAL WORKS,27-Oct-2025 02:41 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3158148,NABIN KUMAR PAL,27-Oct-2025 12:05 PM,Accepted-AOC,Awarded,31-Jan-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3159288,RAJIB MOHAMMED,27-Oct-2025 02:13 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3149446,RANJITA SA,27-Oct-2025 03:54 PM,Rejected-Technical,Inactive GST Rejected,18-Nov-2025 05:43 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
