S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,11-Jul-2025 06:00 PM,21-Jul-2025 05:30 PM,11-Jul-2025 06:00 PM,19-Jul-2025 05:00 PM,NA ,NA ,11-Jul-2025 06:00 PM,19-Jul-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"Construction of D type qtr for A.E.E., R.W.Sub-Division at Kolnara for the year 2024-25","Construction of D type qtr for A.E.E., R.W.Sub-Division at Kolnara for the year 2024-25",NA ,NA ,"38,09,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Rayagada,765001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAYAGADA",No ,No,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 01 2025-26,2025_CERWI_115468_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, Rural Works Division, Rayagada","O/O the Executive Engineer,RW Circle,Rayagada near Hathipathar road,Raniguda Farm","38,090",Yes,fixed,,Nil,Nil,AOC,12-Jan-2026,"INR 3,238,320.239",180.0,Prasanna Kumar Pattanaik,12-Jan-2026 10:56 AM,WORKORDERDTYPEQTRKOLNARA.pdf (2355.00 KB),1,3003903,ANMOL AGRAWAL,19-Jul-2025 01:29 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,Executive Engineer,Internal,,Prasanna Kumar Pattanaik,09-Jan-2026 07:19 PM,techsummary_545859.pdf (366.80 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2025_CERWI_115468_1,EERWRGD Online 01 2025-26,"Construction of D type qtr for A.E.E., R.W.Sub-Division at Kolnara for the year 2024-25",Executive Engineer,Internal,,Prasanna Kumar Pattanaik,09-Jan-2026 07:27 PM,finsummary_545859.pdf (366.80 KB),Finance,bids to be opened,Sujata Hembram,25-Jul-2025 04:01 PM,finance_545859.pdf,BOQ Comparative Chart,1.0,3004108.0,KRUSHNA CHANDRA PRUSTY,INR,"3,238,320.239",AOC
2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3004119,BIJAYALAXMI SITHA,19-Jul-2025 02:32 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3004287,HARIANSH BUILDER AND CONSTRUCTION/JAGANNATH PARICHHA,19-Jul-2025 04:30 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3004108,KRUSHNA CHANDRA PRUSTY,19-Jul-2025 03:54 PM,Accepted-AOC,AS PER LOTTER WINER,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2998887,MONAJ PANDA,16-Jul-2025 11:43 AM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3002109,NANDA KISHOR PRASAD CHOURASIA,18-Jul-2025 12:12 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3002195,RAINA KADRAKA,18-Jul-2025 01:15 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3004126,SETURAM NAIK,19-Jul-2025 02:41 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3004132,SIBASIS SAHU,19-Jul-2025 02:49 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3002618,SUBASH CHANDRA PATRA,17-Jul-2025 07:00 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
