Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,CS,Rinku Nahak,01-Jan-2026 11:33 AM,finance_548749.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-II, Nabarangpur at Umerkote Estimator R.W. Circle Sunabeda",Rinku Nahak,19-Oct-2025 04:07 PM,24-Oct-2025 11:00 AM,techsummary_548749.pdf (830.34 KB),1,3035257,Akbar Ali,14-Aug-2025 09:15 AM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,01-Jan-2026,"INR 10,652,298.11",180.0,Rinku Nahak,01-Jan-2026 11:47 AM,AOCUKTA1.pdf (1463.00 KB),"Award of contract to Sri Nityananda Biswas, B"" Class (SC) Contractor through transparency lottery system",1.0,3034211.0,NITYANANDA BISWAS,INR,"9,055,518.62","Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-II, Nabarangpur at Umerkote Estimator R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,01-Jan-2026 11:39 AM,finsummary_548749.pdf (748.48 KB),CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_116551_9,CCERWCSBD Online - 07/2025-26,Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2025-26 under State Budget for Package No. PM-UKT-A1/2025-26,Technical,bidders name,Rinku Nahak,19-Oct-2025 04:00 PM,technical_548749.pdf,AOC,08-Aug-2025 09:00 AM,16-Aug-2025 11:00 AM,08-Aug-2025 09:00 AM,14-Aug-2025 05:00 PM,08-Aug-2025 09:00 AM ,13-Aug-2025 02:00 PM ,08-Aug-2025 09:00 AM,14-Aug-2025 05:00 PM,24-Oct-2025 11:00 AM,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 07/2025-26,2025_CERWI_116551_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2025-26 under State Budget for Package No. PM-UKT-A1/2025-26,Periodical Renewal work of 5 year post DLP PMGSY Roads for financial year 2025-26 under State Budget for Package No. PM-UKT-A1/2025-26,N.A. ,NA ,"1,06,52,000",Civil Works - Roads,NA ,Tender,90.0,180.0,UMERKOTE,764073.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,1.0,ICICI BANK,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate","1,06,600",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3035258,ANAND KUMAR MODI,13-Aug-2025 09:29 PM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,AOC
,,,,,,,,,,,,,3,3035382,Ankit Kumar Agrawal,14-Aug-2025 12:15 PM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,AOC
,,,,,,,,,,,,,4,3035618,BASUDEV SETHI,14-Aug-2025 01:08 PM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,5,3035189,BIBHUDATTA JOSHI,14-Aug-2025 01:20 PM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3029636,CHANDRA SEKHAR JENA,09-Aug-2025 10:58 PM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3035395,DASARATH GOND,14-Aug-2025 12:14 AM,Rejected-Technical,DISQUALIFIED,19-Oct-2025 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3035840,HITESH KUMAR SHARMA,14-Aug-2025 04:19 PM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3033035,Kunja Bihari Sahu,13-Aug-2025 09:17 PM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3035651,MAHAMMAD JAFFAR KADRIYA,14-Aug-2025 11:58 AM,Rejected-AOC,REJECT,01-Jan-2026 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
