Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,AOC for Agreement Details,Jangya Narayan Gouda,03-Jan-2026 05:58 PM,finance_561949.pdf,BOQ Comparative Chart,1.0,3216884.0,GITANJALI PADHAN,INR,"3,025,216",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,2025_CERWI_120832_1,07/2025-26,"MPV-05 to Kumbhaguda_Road_SDBC,Both side berm,Road singage,hot applied thermoplastic_0/000 to 2/100","SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,03-Jan-2026 06:03 PM,finsummary_561949.pdf (276.08 KB),"SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,03-Jan-2026 06:00 PM,techsummary_561949.pdf (276.08 KB),1,3215918,Aryan Tawari,12-Nov-2025 10:45 AM,Rejected-AOC,Un-Successful,03-Jan-2026 06:08 PM,03-Jan-2026,"INR 3,025,216",60.0,Jangya Narayan Gouda,03-Jan-2026 06:07 PM,AGTGitanjaliPradhanMPV5toKumbhagudaRoad.pdf (276.00 KB),AOC for Agreement Details,AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,07/2025-26,2025_CERWI_120832_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PANCARD, GST, CONTRACTOR REGISTRATION, LICENSE, AFFIDAVIT ETC.",1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION NO.II, MALKANGIRI",06-Nov-2025 11:00 AM,13-Nov-2025 11:00 AM,06-Nov-2025 11:00 AM,12-Nov-2025 05:30 PM,06-Nov-2025 11:00 AM ,11-Nov-2025 03:00 PM ,06-Nov-2025 11:00 AM,12-Nov-2025 05:30 PM,"35,600",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"MPV-05 to Kumbhaguda_Road_SDBC,Both side berm,Road singage,hot applied thermoplastic_0/000 to 2/100","MPV-05 to Kumbhaguda_Road_SDBC,Both side berm,Road singage,hot applied thermoplastic_0/000 to 2/100",NA ,NA ,"35,58,659",Civil Works - Roads,NA ,Tender,90.0,60.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, MALKANGIRI",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3216191,B. Arun Patra,12-Nov-2025 11:57 AM,Rejected-AOC,Un-Successful,03-Jan-2026 06:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3216067,B Sasmita,12-Nov-2025 05:02 PM,Rejected-AOC,Un-Successful,03-Jan-2026 06:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3216884,GITANJALI PADHAN,12-Nov-2025 04:05 PM,Accepted-AOC,Lottery Winner,03-Jan-2026 06:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3201581,JANBI CONSTRUCTION,12-Nov-2025 02:02 PM,Rejected-AOC,Un-Successful,03-Jan-2026 06:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3215245,MRINAL KANTA SARKAR,12-Nov-2025 01:48 AM,Rejected-AOC,Un-Successful,03-Jan-2026 06:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3208541,PUJA SARKAR,12-Nov-2025 04:50 PM,Rejected-AOC,Un-Successful,03-Jan-2026 06:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3211300,RAJESH MAHAJAN,11-Nov-2025 10:43 AM,Rejected-AOC,Un-Successful,03-Jan-2026 06:08 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
