Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Sl10 Construction of Petphulia Nalla-II (KA-02-0088) Check Dam over Local Nalla near village Dashagara in Dharmagarh Block of Kalahandi District under MATY Scheme 2025-26,Construction of Petphulia Nalla-II (KA-02-0088) Check Dam over Local Nalla near village Dashagara in Dharmagarh Block of Kalahandi District under MATY Scheme 2025-26,Please refer Tender documents. ,NA ,"46,00,420",Civil Works - Others,Check Dam ,Tender,90.0,180.0,Dharmagarh,766015.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN",19-Dec-2025 11:00 AM,30-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,29-Dec-2025 05:30 PM,19-Dec-2025 11:00 AM ,26-Dec-2025 05:30 PM ,19-Dec-2025 11:00 AM,29-Dec-2025 05:30 PM,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",SE MID BPT 07/2025-26,2025_CEMIB_123270_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"46,100",Yes,fixed,,Nil,Nil,"SE, M.I. Division, Kalahandi, Bhawanipatna","O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,Superintending Engineer,Internal,"Saroj Sha, S.E, L. K . Bastia , D.A.O, N. Panna, AE",SAROJ SHA,08-Jan-2026 09:38 PM,techsummary_572079.pdf (358.18 KB),Superintending Engineer,Internal,"Saroj Sha, S.E, L. K . Bastia , D.A.O, N. Panna, AE",SAROJ SHA,08-Jan-2026 11:11 PM,finsummary_572079.pdf (358.18 KB),Finance,all bids are open in time,NITUZA PANNA,03-Jan-2026 12:26 PM,finance_572079.pdf,BOQ Comparative Chart,1.0,3319978.0,ANKIT KUMAR AGRAWAL,INR,"3,910,817.45","CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_123270_10,SE MID BPT 07/2025-26,Sl10 Construction of Petphulia Nalla-II (KA-02-0088) Check Dam over Local Nalla near village Dashagara in Dharmagarh Block of Kalahandi District under MATY Scheme 2025-26,1,3331985,ABHIJEET MANDAL,28-Dec-2025 09:53 AM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,19-Jan-2026,"INR 3,910,817.45",180.0,SAROJ SHA,31-Jan-2026 04:37 PM,10Petphul2ANKITAGRAWAL.pdf (814.00 KB),Ankit Agrawal is the lottery winner,AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3336964,AKASH RANJAN PANDA,29-Dec-2025 02:17 PM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3328048,ANJAN KUMAR BEHERA,27-Dec-2025 10:23 PM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3319978,ANKIT KUMAR AGRAWAL,27-Dec-2025 08:32 AM,Accepted-AOC,AOC issued to Sri Agrawal,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3324036,ASHUTOSH MEHER,23-Dec-2025 10:52 AM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3334705,Bhakta Charan Bhoi,28-Dec-2025 10:57 PM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3329417,Bhawani Sankar Harpal,26-Dec-2025 05:26 PM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3333880,Bhojraj Rana,28-Dec-2025 06:57 PM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3333044,BIKASH KUMAR AGRAWAL,28-Dec-2025 06:10 PM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3332973,Chanchal Mahapatra,29-Dec-2025 08:24 AM,Rejected-AOC,Rejected by lottery,31-Jan-2026 04:37 PM,,,,,,,,AOC
