Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
06-Dec-2025 04:45 PM,05-Jan-2026 11:00 AM,06-Dec-2025 04:45 PM,03-Jan-2026 05:00 PM,NA ,NA ,06-Dec-2025 04:45 PM,03-Jan-2026 05:00 PM,21-Jan-2026 11:45 AM,1.0,corrigendum1,Other,,DG Odisha Police Cuttack||Commissionerate Police Bhubaneswar Cuttack,CP-11/2025-26,2025_CMPBC_122705_1,Yes,Open Tender,EOI,Goods,2.0,No,No,Online,No,No,No,"1,20,000",Yes,fixed,,Nil,Nil,DCP LO cum Ic Provisioning,DCP LO cum Ic Provisioning CP HQRS BBSR CTC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Documents as per DTCN,PROCUREMENT OF FORENSIC TERMINAL FOR COMMISSIONERATE POLICE BHUBANESWAR CUTTACK,PROCUREMENT OF FORENSIC TERMINAL FOR COMMISSIONERATE POLICE BHUBANESWAR CUTTACK,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,90.0,NA ,Bhubaneswar,751001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"2,500",Nil,Nil,Yes,AOC,1,3343509,Citrine Technologies Private Limited,03-Jan-2026 04:23 PM,Not Admitted-Finance,Others-Disqualified in technical evaluation.,30-Jan-2026 06:57 PM,30-Jan-2026,"INR 5,841,000",15.0,PRAKASH CHANDRA PAL,30-Jan-2026 07:18 PM,AOC.pdf (2154.00 KB),Approved quoted unit price Rs 1947000 per unit inclusive of GST and Gross total price for 3 nos of forensic terminal Rs 5841000 inclusive all taxes,Finance,finance bid opened,PRAKASH CHANDRA PAL,30-Jan-2026 06:57 PM,,Addl CP BBSR CTC,Internal,P Ch Pal OPS S DCP LO Ic Prov S K Mohapatra OAPS SAG SP Security S Debata OPS I Addl DCP SCU R Roul OFS SB Finance Officer CP HQ BBSR S Rashmi Scientific Officer SFSL BBSR M Mohapatra SM OCAC BBSR,PRAKASH CHANDRA PAL,20-Jan-2026 11:39 AM,21-Jan-2026 11:45 AM,techsummary_569888.pdf (1612.96 KB),S Dev Datta Singh IPS CP BBSR CTC,Internal,P Ch Pal OPS S DCP LO Ic Prov N Ch Kumra Joint Secretary Home S Debata OPS Addl.DCP R Roul OFS Finance Officer A K Nayak SO SFSL M Mohapatra SM OCAC,PRAKASH CHANDRA PAL,30-Jan-2026 07:11 PM,finsummary_569888.pdf (806.02 KB),DG Odisha Police Cuttack||Commissionerate Police Bhubaneswar Cuttack,2025_CMPBC_122705_1,CP-11/2025-26,PROCUREMENT OF FORENSIC TERMINAL FOR COMMISSIONERATE POLICE BHUBANESWAR CUTTACK,Technical,Document admitted,PRAKASH CHANDRA PAL,20-Jan-2026 11:18 AM,,1.0,3296256.0,Shree Sai Enterprises,INR,"5,841,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.pdf,Price Bid,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3342960,Fastech Fashions Pvt Ltd,03-Jan-2026 01:10 PM,Not Admitted-Finance,Others-Disqualified in technical evaluation.,30-Jan-2026 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3329059,KLART INNOVATIONS,03-Jan-2026 01:54 PM,Rejected-Finance,Rejected,30-Jan-2026 07:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3296256,Shree Sai Enterprises,03-Jan-2026 11:45 AM,Accepted-AOC,Approved quoted unit price Rs 1947000 per unit inclusive of GST and Gross total price for 3 nos of Forensic Terminal Rs 5841000 inclusive all taxes,30-Jan-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
