Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
24-Jan-2026,"INR 2,403,784",60.0,Durga Madhaba Padhi,24-Jan-2026 04:58 PM,FF_SDH_Gunupur_WO.pdf (498.00 KB),"Work is awarded to M/S Jagannath Fire Services through transparent lottery System. Vid Work Order No -6467, Dt 18.12.2025 of R & B division -II, Rayagada",EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2025_EICCL_118168_15,RC(RANDB) RGD NO. II/ 08 /2025-26,"Supply, Installation, Testing and commissioning of Fire Fighting system of indoor ward, eyeward and Blood bank Building of SDH Hospital Gunupur",1.0,3115013.0,M/S JAGANNATH FIRE SERVICES,INR,"2,403,781",1,3112187,Debajyoti millennium pvt ltd,08-Oct-2025 04:58 PM,Rejected-AOC,First Lowest,24-Jan-2026 04:58 PM,Finance,Tender Opened,Durga Madhaba Padhi,24-Jan-2026 04:28 PM,finance_552944.pdf,BOQ Comparative Chart,SE No-II Rayagada,Internal,"SE, DAO, Estimator",Durga Madhaba Padhi,24-Jan-2026 04:47 PM,finsummary_552944.pdf (528.56 KB),SE No-II Rayagada,Internal,"SE, DAO, Estimator",Durga Madhaba Padhi,24-Jan-2026 04:37 PM,techsummary_552944.pdf (528.56 KB),AOC,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 08 /2025-26,2025_EICCL_118168_15,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SE R and B Division No-II,Office of SE R and B Division No-II,1.0,ICICI BANK,"Supply, Installation, Testing and commissioning of Fire Fighting system of indoor ward, eyeward and Blood bank Building of SDH Hospital Gunupur",Fire and Safety,Please refer tender document ,NA ,"28,27,645",Electrical Works,NA ,Tender,90.0,60.0,Gunupur,765022.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,"6,000",0.0,Nil,Nil,No,"29,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper,EMD,PAN,GST,Affidavit,other documents as per DTCN",22-Sep-2025 04:30 PM,09-Oct-2025 11:00 AM,22-Sep-2025 04:30 PM,08-Oct-2025 05:00 PM,NA ,NA ,22-Sep-2025 04:30 PM,08-Oct-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,2,3111547,ECO ELECTRIC POWER SOLUTIONS,05-Oct-2025 10:17 PM,Rejected-AOC,First Lowest,24-Jan-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quatity,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3114723,FLAMEGUARD FIRE SAFETY PRIVATE LIMITED,07-Oct-2025 06:40 PM,Rejected-AOC,First Lowest,24-Jan-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3114617,Globe Detective Agency Pvt. Ltd.,07-Oct-2025 06:15 PM,Rejected-Finance,Second Lowest,24-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3114567,M/S FIRESTOP SALES AND SERVICES,08-Oct-2025 12:47 PM,Rejected-AOC,First Lowest,24-Jan-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3115013,M/S JAGANNATH FIRE SERVICES,08-Oct-2025 09:36 AM,Accepted-AOC,First Lowest and awarded through transparent System,24-Jan-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3113862,TOSHALI INDUSTRIES PRIVATE LIMITED,07-Oct-2025 12:10 PM,Rejected-AOC,First Lowest,24-Jan-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,3115506,TRANSTECH SOLUTION,08-Oct-2025 01:51 PM,Rejected-AOC,First Lowest,24-Jan-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,3114585,VACRON TECHNOLOGY PRIVATE LIMITED,08-Oct-2025 01:13 PM,Rejected-AOC,First Lowest,24-Jan-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
