Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage
"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,27-Jan-2026 01:27 PM,techsummary_563682.pdf (801.46 KB),1,3235365,ANIL KUMAR JENA,18-Nov-2025 02:38 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,27-Jan-2026,"INR 2,192,066",30.0,Sarita Kumari Charchi,27-Jan-2026 01:59 PM,wo.pdf (332.00 KB),113P1/2025-26,1.0,3233074.0,Kongres Das,INR,"2,192,066",Finance,Bid opening Summary,Sarita Kumari Charchi,27-Jan-2026 01:08 PM,finance_563682.pdf,BOQ Comparative Chart,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,27-Jan-2026 01:50 PM,finsummary_563682.pdf (936.81 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_121161_1,Online/12/SERWD-1/25-26,Repair to Boxcell Culvert (2x6x3 mtr) on Polosara-Buguda PWD road to Nimina Canal,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN","25,790",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Repair to Boxcell Culvert (2x6x3 mtr) on Polosara-Buguda PWD road to Nimina Canal,Repair to Boxcell Culvert (2x6x3 mtr) on Polosara-Buguda PWD road to Nimina Canal,NA ,NA ,"25,78,597",Civil Works - Bridges,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,12-Nov-2025 05:00 PM,20-Nov-2025 11:30 AM,12-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM,12-Nov-2025 05:00 PM ,18-Nov-2025 03:00 PM ,12-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,Online/12/SERWD-1/25-26,2025_CERWI_121161_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"E.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",AOC
,,,,,,2,3237554,BANISREE SETHY,19-Nov-2025 12:07 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,3,3238046,BISWAJIT BARADA,19-Nov-2025 01:52 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3236280,CHINMAYA KUMAR DASH,18-Nov-2025 07:48 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3238141,Choria Mallik,19-Nov-2025 02:11 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3234383,DIPAK KUMAR SAHU,18-Nov-2025 10:41 AM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3238072,DUKHI NAIK,19-Nov-2025 01:49 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3235783,GANESH CHANDRA SAHU,18-Nov-2025 04:13 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3229658,GANGADHAR SAMANTARA,16-Nov-2025 04:46 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3233125,GOUTAM PRADHAN,17-Nov-2025 05:41 PM,Rejected-AOC,After drawal of lottery,27-Jan-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
