Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,13-Jan-2026 02:26 PM,techsummary_563063.pdf (997.50 KB),1,3231772,Ajit Kumar Sahu,17-Nov-2025 01:13 PM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,13-Jan-2026,"INR 1,785,493",30.0,Sudipta Senapati,13-Jan-2026 02:35 PM,3DengapadaraNuapadaWO.pdf (869.00 KB),Work Order,Finance,Document to be verified and under scrutiny,Babina Sahu,18-Nov-2025 04:40 PM,finance_563063.pdf,BOQ Comparative Chart,1.0,3222290.0,SURESH CHANDRA NAYAK,INR,"1,785,493",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_121020_6,Online Tender/17/SERWD-II/2025-26,S/R Dengapadara to Nuapada road OD-11-MMSY-36 for the year 2025-26,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,13-Jan-2026 02:30 PM,finsummary_563063.pdf (1979.75 KB),AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/17/SERWD-II/2025-26,2025_CERWI_121020_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,S/R Dengapadara to Nuapada road OD-11-MMSY-36 for the year 2025-26,S/R Dengapadara to Nuapada road OD-11-MMSY-36 for the year 2025-26,Please refer Tender documents. ,NA ,"21,01,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760011.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,"21,100",Yes,fixed,,Nil,Nil,10-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,10-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,10-Nov-2025 10:00 AM ,15-Nov-2025 05:00 PM ,10-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,AOC
,,,,,,2,3225517,BHARATI SETHI,14-Nov-2025 05:14 PM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3223416,DEBASIS KUMAR SAHU,15-Nov-2025 09:49 AM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3221627,DIPAK JENA,13-Nov-2025 03:18 PM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3223428,DUKHISHYAM SAHU,15-Nov-2025 10:37 AM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3232291,MAA KUTHARI ASSOCIATES,17-Nov-2025 02:41 PM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3231775,M PRAKASHA CHANDRA PATRA,17-Nov-2025 01:15 PM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3232479,RAMA CHANDRA ADHIKARI,17-Nov-2025 03:47 PM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3231849,Rashmita Pradhan,17-Nov-2025 01:20 PM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3223454,SAGARIKA SAHU,15-Nov-2025 10:13 AM,Rejected-AOC,Unsuccessful Bidder,13-Jan-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
