Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3147074,DEVIPRASAD DASH,24-Oct-2025 08:16 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3156314,DHARMENDRA KUMAR RAM,27-Oct-2025 11:08 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,3157743,DINESH KUMAR,27-Oct-2025 12:00 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,3138165,FAKIR MOHAN DALEI,20-Oct-2025 02:32 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,15,3159338,FIROZ KHAN,27-Oct-2025 02:51 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,16,3147310,GYANA RANJAN DASH,25-Oct-2025 01:13 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,17,3144046,Gyanendra Dhar,23-Oct-2025 05:58 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,18,3152888,JITENDRA KUMAR DASH,26-Oct-2025 06:05 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,19,3148464,JYOTIRANJAN BEHERA,24-Oct-2025 09:32 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,20,3147377,KALYANI PRADHAN,25-Oct-2025 12:55 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,21,3153324,LALITA SENAPATI,26-Oct-2025 09:38 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,22,3147478,MAHABIR PRASAD DASH,24-Oct-2025 08:36 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,23,3150169,MAKABULU KHAN,25-Oct-2025 11:55 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,24,3154667,MANAS KUMAR BEHERA,26-Oct-2025 03:11 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,25,3150353,MANAS RANJAN BEHERA,26-Oct-2025 12:11 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,26,3150256,MINATI MOHAPATRA,25-Oct-2025 08:28 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,27,3154089,NARENDRA KUMAR CHOUDHURY,26-Oct-2025 01:04 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,28,3147870,PRABHU PRASAD PATI,24-Oct-2025 10:02 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,29,3150283,PRAKASH MOHAPATRA,25-Oct-2025 08:42 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,30,3156695,PRASANT KUMAR GURU,27-Oct-2025 01:35 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,31,3135858,PRATAPCHANDRA BEHERA,20-Oct-2025 01:42 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,32,3147529,"RAAZ CONSTRUCTION, PROPRIETOR-BALESWAR ROUT",25-Oct-2025 06:44 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,33,3150461,RABINDRA NATH SAHOO,26-Oct-2025 06:25 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,34,3147601,SAILABALA DAS,24-Oct-2025 09:35 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,35,3159003,SAKTI PRASAD BEHERA,27-Oct-2025 01:36 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,36,3155747,SAKUNTALA SAHU,26-Oct-2025 07:45 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,37,3148477,SANGRAM KUMAR PANDA,24-Oct-2025 02:38 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,38,3149397,SANTOSH KUMAR SWAIN,24-Oct-2025 08:18 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,39,3145810,SARAT CHANDRA DALEI,24-Oct-2025 04:15 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,40,3159030,SARBESWAR KHANDA,27-Oct-2025 01:38 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,41,3155733,SOUMYA RANJAN SAHOO,26-Oct-2025 07:30 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,42,3150677,SRI CHANDAN SAHOO,26-Oct-2025 06:55 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,43,3149172,SUBASH CHANDRA ROUT,25-Oct-2025 06:55 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,44,3143291,SUDHANSU SEKHAR MISHRA,22-Oct-2025 04:11 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,45,3159618,SURYAKANTA DASH,27-Oct-2025 03:03 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,46,3149564,SURYA KANTA RATHA,25-Oct-2025 07:18 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,47,3156829,SUSANTA KUMAR PADHIARY,27-Oct-2025 10:54 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,48,3150112,SUSHANT KUMAR DALEI,25-Oct-2025 12:28 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,49,3160211,SUSIL KUMAR MAJHI,27-Oct-2025 04:31 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,50,3155864,SWATIPARNA RATH,27-Oct-2025 07:04 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,51,3152324,TANKADHAR BIHARI,25-Oct-2025 07:15 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,52,3148271,TANMAYA KUMAR PRADHAN,24-Oct-2025 09:47 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,08-Jan-2026 03:42 PM,,,,,,,,,,,,,,,,,AOC
