Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126","40,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Protection to Right Flood Bank of River Padma Near Village Gadachikili of Soroda Block for the year 2025-26.,Protection to Right Flood Bank of River Padma Near Village Gadachikili of Soroda Block for the year 2025-26.,Please refer Tender documents. ,NA ,"40,39,633",Civil Works - Others,NA ,Tender,90.0,90.0,Aska,761110.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.",AOC,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,23-Jan-2026 04:11 PM,techsummary_565414.pdf (675.50 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,23-Jan-2026 04:18 PM,finsummary_565414.pdf (624.46 KB),Finance,Nineteen (19) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 06:35 PM,,BOQ Comparative Chart,1,3260283,AKASH CHANDRA DASH,27-Nov-2025 05:33 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_30,e-procurement Notice No.e-BNID-02/2025-26,Protection to Right Flood Bank of River Padma Near Village Gadachikili of Soroda Block for the year 2025-26.,1.0,3259478.0,Pramod Kumar Patro,INR,"3,434,092",23-Jan-2026,"INR 3,434,092",90.0,Sanjay Kumar Pradhan,23-Jan-2026 04:32 PM,AOC30.PDF (451.00 KB),The date of commencement of the work on dated 23.12.2025 and stipulated date of completion on dated 22.03.2026 vide Agreement No.499P1/2025-26 on dated 23.12.2025.,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,2,3259817,CHANDAN KUMAR MOHINI,27-Nov-2025 01:04 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3262834,CHINMAYA BEHERA,28-Nov-2025 01:06 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3262336,Debasish Mishra,28-Nov-2025 10:06 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3261202,Jyoti Ranjan Nayak,27-Nov-2025 06:39 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3263974,JYOTI RANJAN PATRA,28-Nov-2025 03:14 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3248216,Krishna Chandra Panda,23-Nov-2025 04:16 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3262560,MEENAKETAN DASH,28-Nov-2025 11:06 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3260237,Pabitra Gouda,27-Nov-2025 02:33 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3263885,Pintu Panigrahy,28-Nov-2025 03:46 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
