Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Er. Ajaya Naik,Internal,"JE (Estimator), PH Division, Cuttack, DAO-I, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,21-Nov-2025 01:20 PM,21-Nov-2025 01:30 PM,techsummary_555096.pdf (2050.07 KB),PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,2025_PHEO_119111_1,"SEPH-DIVISION, CTC- 25 of 2025-26",SUPPLY OF ISI MARKED CENTRIFUGALLY CAST (SPUN) DUCTILE IRON SOCKETand SPIGOT D.I. K9 PIPES REQUIRED FOR THE WORK 1. Improvement of water supply to Jajpur Town for upgradation to 24x7 water supply system including OM for 5 years under AMRUT 2.0,1.0,3137357.0,Rungta Mines Limited,INR,"43,964,556",1,3120563,Electrosteel Castings Limited,22-Oct-2025 02:55 PM,Rejected-Finance,3rd lowest,08-Jan-2026 07:25 PM,Technical,The validity of tenders depends on the result of scrutiny of the scanned documents submitted by the tenderers online.,Ajaya Kumar Naik,24-Oct-2025 01:20 PM,,Finance,"After qualifying in the technical bid, the financial bid is opened and down loaded for comparison.",Ajaya Kumar Naik,21-Nov-2025 01:47 PM,,BOQ Comparative Chart,08-Jan-2026,"INR 43,964,556",60.0,Ajaya Kumar Naik,08-Jan-2026 07:29 PM,csssss.pdf (1470.00 KB),Er. Ajaya Naik,Internal,"JE (estimator), PH Division, Cuttack, DAO-I, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,08-Jan-2026 07:25 PM,finsummary_555096.pdf (1469.87 KB),AOC,"13,38,000",Yes,fixed,,Nil,Nil,SUPPLY OF ISI MARKED CENTRIFUGALLY CAST (SPUN) DUCTILE IRON SOCKETand SPIGOT D.I. K9 PIPES REQUIRED FOR THE WORK 1. Improvement of water supply to Jajpur Town for upgradation to 24x7 water supply system including OM for 5 years under AMRUT 2.0,SUPPLY OF ISI MARKED CENTRIFUGALLY CAST (SPUN) DUCTILE IRON SOCKETand SPIGOT D.I. K9 PIPES REQUIRED FOR THE WORK 1. Improvement of water supply to Jajpur Town for upgradation to 24x7 water supply system including OM for 5 years under AMRUT 2.0,Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,120.0,60.0,"Mahanadivihar, Cuttack",753004.0,NA ,NA ,NA ,"OO Superintending Engineer, PH Division, Cuttack",No ,No,09-Oct-2025 01:00 PM,24-Oct-2025 11:00 AM,09-Oct-2025 01:00 PM,23-Oct-2025 05:00 PM,09-Oct-2025 01:00 PM ,14-Oct-2025 05:00 PM ,09-Oct-2025 01:00 PM,23-Oct-2025 05:00 PM,21-Nov-2025 01:30 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD,Valid Regd.Certificate,GST,PAN,Affidavit as per DTCN","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"OO Superintending Engineer, PH Division, Cuttack","OO Superintending Engineer, PH Division, Cuttack, Nayabazar, Cuttack",PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,"SEPH-DIVISION, CTC- 25 of 2025-26",2025_PHEO_119111_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,3134801,ESL Steel Limited,23-Oct-2025 03:58 PM,Rejected-Finance,5th lowest,08-Jan-2026 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3127112,Jai Balaji Industries Limited,21-Oct-2025 12:36 PM,Rejected-Finance,4th lowest,08-Jan-2026 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3125276,Rashmi Metaliks Limited,23-Oct-2025 11:46 AM,Rejected-Finance,2nd lowest,08-Jan-2026 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3137357,Rungta Mines Limited,23-Oct-2025 11:52 AM,Accepted-AOC,1st lowest,08-Jan-2026 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3126516,Tata Steel Limited,22-Oct-2025 06:14 PM,Rejected-Finance,6th lowest,08-Jan-2026 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
