Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid RC, PAN, GST, Caste, Affidavits and Other Documents as per DTCN","Executive Engineer, RW Division-II, Umerkote","O/o THE EXECUTIVE ENGINEER, RURAL WORKS DIVISION-II, NABARANGPUR, UMERKOTE",Periodical Maintenance of Hirapur - Saraguda from 0/00 to 2/100 km under Umerkote Block for the year 2025-26 (SDBC),Periodical Maintenance of Hirapur - Saraguda from 0/00 to 2/100 km under Umerkote Block for the year 2025-26 (SDBC),Please refer Tender documents. ,NA ,"31,40,027",Civil Works - Roads,NA ,Tender,90.0,60.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,1.0,ICICI BANK,"31,400",Yes,percentage,1.0%,Nil,Nil,22-Oct-2025 01:00 PM,29-Oct-2025 11:00 AM,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,22-Oct-2025 01:00 PM ,27-Oct-2025 01:00 PM ,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender/09/ RWD-UKT /2025-26,2025_CERWI_119501_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,25-Nov-2025 01:51 PM,techsummary_557321.pdf (85.48 KB),Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,08-Jan-2026 01:36 PM,finsummary_557321.pdf (146.29 KB),Finance,All bidders are admitted for Technical Evaluation,Tilottama Pradhan,14-Nov-2025 06:30 PM,,BOQ Comparative Chart,08-Jan-2026,"INR 2,669,337",60.0,Gobinda Chandra Tudu,08-Jan-2026 01:47 PM,Agmt107.pdf (722.00 KB),Agmt value,1,3150968,AJAY MALLICK,27-Oct-2025 01:02 PM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,1.0,3158246.0,SANTOSH KUMAR MOHAPATRA,INR,"2,669,337",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_119501_29,Online Tender/09/ RWD-UKT /2025-26,Periodical Maintenance of Hirapur - Saraguda from 0/00 to 2/100 km under Umerkote Block for the year 2025-26 (SDBC),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3153142,ALEKHA CHANDRA MOHANTY,26-Oct-2025 03:08 PM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3156615,BALABIRA PATRO,28-Oct-2025 03:57 PM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3153502,BASUDEV SETHI,27-Oct-2025 10:23 AM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3150074,CHINMAYA KUMAR NAYAK,25-Oct-2025 03:39 PM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3154451,DIGAMBAR MOHANTY,26-Oct-2025 07:54 PM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3152732,DILLIP KUMAR MANDAL,27-Oct-2025 11:58 PM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3154945,GOBINDA GOUDA,26-Oct-2025 04:28 PM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3152975,JAGANNATH DHALI,26-Oct-2025 08:22 AM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3161903,JITENDRA KUMAR JENA,28-Oct-2025 07:33 AM,Rejected-AOC,Disqualified in transparent lottery,08-Jan-2026 01:47 PM,,,,,,,,,,AOC
