Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD remitted online mode,GST,PAN,Contractor Valid R.C, Labour License as per DTCN","Executive Officer,Baripada Municipality","Executive Officer, Baripada Municipality",Construction of road and drain from Meghrai Hembram house towards Gora Murmu house in Ward No.13,Construction of road and drain from Meghrai Hembram house towards Gora Murmu house in Ward No.13,DTCN ,NA ,"5,08,474",Civil Works - Roads,NA ,Tender,120.0,60.0,Baripada Municipality,757001.0,NA ,NA ,NA ,Baripada Municipality,No ,No,"4,720",0.0,Nil,Nil,No,"5,100",Yes,fixed,,Nil,Nil,Municipal Bodies||Baripada Municipality,BPDM-9 OF 2025/2026,2025_ORULB_121073_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,11-Nov-2025 01:00 PM,25-Nov-2025 11:30 AM,11-Nov-2025 01:00 PM,24-Nov-2025 05:00 PM,NA ,NA ,11-Nov-2025 01:00 PM,24-Nov-2025 05:00 PM,AOC,"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasildar Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,29-Jan-2026 08:18 PM,techsummary_563307.pdf (2137.02 KB),"Executive Officer, Baripada Municipality",Internal,,Debiprasad Rout,29-Jan-2026 08:24 PM,finsummary_563307.pdf (2137.02 KB),Finance,The 6 bidders have participated and the documents will be placed before the Tender Committee.,Debiprasad Rout,29-Nov-2025 11:16 PM,,BOQ Comparative Chart,29-Jan-2026,"INR 510,060",60.0,Debiprasad Rout,29-Jan-2026 08:28 PM,ag16.pdf (6158.00 KB),1,3249393,ANKITA TRIPATHY,24-Nov-2025 05:42 AM,Accepted-AOC,As L1 Through Lottery Process,29-Jan-2026 08:28 PM,1.0,3249393.0,ANKITA TRIPATHY,INR,"510,060",Municipal Bodies||Baripada Municipality,2025_ORULB_121073_16,BPDM-9 OF 2025/2026,Construction of road and drain from Meghrai Hembram house towards Gora Murmu house in Ward No.13,AOC
,,.pdf,"Affidavits, Undertakings and any other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3247940,MD. ISLAM,23-Nov-2025 01:14 PM,Rejected-Finance,Through Lottery Process,29-Jan-2026 08:24 PM,,,,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3249420,MOHOMOD SHADAB,24-Nov-2025 07:01 AM,Rejected-Finance,Through Lottery Process,29-Jan-2026 08:24 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3248925,PURNA CHANDRA TRIPATHI,23-Nov-2025 08:13 PM,Rejected-Finance,Through Lottery Process,29-Jan-2026 08:24 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3250884,Saurav Gope,24-Nov-2025 02:32 PM,Rejected-Finance,Through Lottery Process,29-Jan-2026 08:24 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3250670,SHIVA NARAYAN RANA,24-Nov-2025 03:15 PM,Rejected-Finance,Through Lottery Process,29-Jan-2026 08:24 PM,,,,,,,,,,AOC
