Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
11-Oct-2025 05:00 PM,22-Oct-2025 11:00 AM,11-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,NA ,NA ,11-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,1.0,ICICI BANK,SE RWD BBSR,O/o the SE RWD BBSR,Kundhei Branch Canal Itapokhari Road,Kundhei Branch Canal Itapokhari Road,Please refer tender documents ,NA ,"25,42,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Khordha,751013.0,NA ,NA ,NA ,O/o the SE RWD BBSR,No ,No,"6,000",0.0,Nil,Nil,No,"25,420",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,TCN No.13 of 25-26,2025_CERWI_119265_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SE RW, Bhubaneswar",Internal,"DAO, Estimator and Superintending Engineer",Shrabani Routray,17-Dec-2025 10:44 AM,finsummary_555456.pdf (485.70 KB),"SE RW, Bhubaneswar",Internal,"DAO, Estimator and Superintending Engineer",Shrabani Routray,16-Dec-2025 08:36 PM,techsummary_555456.pdf (485.69 KB),30-Jan-2026,"INR 2,143,664",60.0,Nirmal Chandra Jena,30-Jan-2026 04:01 PM,Itapokhari.pdf (326.00 KB),DAO,1,3135621,DESABANDHU JENA,19-Oct-2025 01:10 PM,Accepted-AOC,L1 Bidder,30-Jan-2026 04:01 PM,1.0,3135621.0,DESABANDHU JENA,INR,"2,143,664",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119265_26,TCN No.13 of 25-26,Kundhei Branch Canal Itapokhari Road,Finance,05 nos of bidder are participated,Sushree Behera,23-Oct-2025 02:03 PM,,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3125721,DJ CONSTRUCTIONS,13-Oct-2025 01:50 PM,Rejected-Finance,Not Success in Lottery,17-Dec-2025 10:44 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3137975,KKD INFRACON,20-Oct-2025 01:36 PM,Rejected-Technical,Technically not Qualified,16-Dec-2025 08:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3137510,MADHUSMITA SWAIN,20-Oct-2025 11:59 AM,Rejected-Finance,Not Success in Lottery,17-Dec-2025 10:44 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3137415,MANGARAJ BARIK,20-Oct-2025 11:52 AM,Rejected-Technical,Technically not Qualified,16-Dec-2025 08:36 PM,,,,,,,,,,,,,,,,AOC
