Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
DFO Keonjhar,AT-PO-DIST- KEONJHAR-758001,"6,000",Nil,Nil,No,"21,900",Yes,fixed,,Nil,Nil,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFO(T) KJR-02/2025-26,2025_DFOKJ_119942_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Wire Mesh Loose Bouder Check Dam (WLBCD) on Bandijhar Nallah and Kantabani Nallah inside Sanabarbil KF of Barbil Range under OMBADC (DPR 2022-23),Construction of Wire Mesh Loose Bouder Check Dam (WLBCD) on Bandijhar Nallah and Kantabani Nallah inside Sanabarbil KF of Barbil Range under OMBADC (DPR 2022-23),Please refer Tender documents. ,NA ,"21,80,295",Civil Works - Water Works,NA ,Tender,120.0,90.0,SanaBarbil of Barbil Range,758035.0,NA ,NA ,NA ,"Office of the Divisional Forest Officer, Keonjhar",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, PAN, GST, ContractorRegistration Certificate and Other Documents as per DTCN",29-Oct-2025 10:00 AM,12-Nov-2025 11:30 AM,29-Oct-2025 10:00 AM,11-Nov-2025 05:00 PM,29-Oct-2025 10:00 AM ,11-Nov-2025 05:00 PM ,29-Oct-2025 10:00 AM,11-Nov-2025 05:00 PM,AOC,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2025_DFOKJ_119942_9,FEnCC-DFO(T) KJR-02/2025-26,Construction of Wire Mesh Loose Bouder Check Dam (WLBCD) on Bandijhar Nallah and Kantabani Nallah inside Sanabarbil KF of Barbil Range under OMBADC (DPR 2022-23),"dhanraj HD, IFS",Internal,"Jyotirmaya Suar, Jr Asst, Narayan Panda, Ic Head Clerk, Ashok Kumar Das, ACF, Sudipta Ku Panda, ACF",Dhanraj Hanumant Dhamdhere,19-Jan-2026 12:28 PM,finsummary_558762.pdf (980.80 KB),Finance,tender open,Dhanraj Hanumant Dhamdhere,13-Nov-2025 07:02 PM,finance_558762.pdf,BOQ Comparative Chart,1.0,3213304.0,MALAYA KUMAR MAHANTA,INR,"2,187,093",1,3194747,ANNAPURNA ROUT,10-Nov-2025 02:01 AM,Rejected-Technical,Dis-Qualified,19-Jan-2026 12:23 PM,19-Jan-2026,"INR 2,187,093",90.0,Dhanraj Hanumant Dhamdhere,19-Jan-2026 12:53 PM,Workorder.pdf (858.00 KB),Work Order Issued to L1 Bidder selected through Lottery,"dhanraj HD, IFS",Internal,"Jyotirmaya Suar, Jr Asst, Narayan Panda, Ic Head Clerk, Ashok Kumar Das, ACF, Sudipta Ku Panda, ACF",Dhanraj Hanumant Dhamdhere,19-Jan-2026 12:23 PM,techsummary_558762.pdf (1710.02 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3183808,ANUPRASH NAIK,06-Nov-2025 10:59 AM,Rejected-AOC,Not Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3213704,ASWINI KUMAR PATTNAIK,11-Nov-2025 03:45 PM,Rejected-AOC,Not Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3212332,BALARAM SENAPATI,11-Nov-2025 01:41 PM,Rejected-AOC,Not Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3213627,BIKRANTA KUMAR BISWAL,11-Nov-2025 03:42 PM,Rejected-AOC,Not Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3210756,BISMAY KUMAR SAHOO,11-Nov-2025 06:19 AM,Rejected-AOC,Not Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3199576,DAYANIDHI PATRA,08-Nov-2025 09:40 PM,Rejected-AOC,Not Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3197648,HRUDANANDA BARIK,08-Nov-2025 03:07 PM,Rejected-AOC,Not Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3213600,KALPATARU DAS,11-Nov-2025 03:34 PM,Rejected-Technical,Dis-Qualified,19-Jan-2026 12:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3213304,MALAYA KUMAR MAHANTA,11-Nov-2025 02:45 PM,Accepted-AOC,Selected,19-Jan-2026 12:53 PM,,,,,,,,,,,,,,AOC
