S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-12/2025-26,2025_CERWI_120972_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","23,050",Yes,fixed,,Nil,Nil,08-Nov-2025 06:55 PM,24-Nov-2025 11:00 AM,08-Nov-2025 06:55 PM,21-Nov-2025 05:00 PM,08-Nov-2025 06:55 PM ,20-Nov-2025 05:00 PM ,08-Nov-2025 06:55 PM,21-Nov-2025 05:00 PM,Periodical Maintenance to Kuhabaunsa to Ainlapali for the year 2025-26,Periodical Maintenance to Kuhabaunsa to Ainlapali for the year 2025-26,Please refer Tender documents. ,NA ,"23,05,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,AOC,Executive Engineer,Internal,"Executive Engineer, DAO, EST",Manik Kumbhar,22-Jan-2026 11:28 AM,techsummary_562951.pdf (655.88 KB),Executive Engineer,Internal,"Executive Engineer, DAO, EST",Manik Kumbhar,22-Jan-2026 11:37 AM,finsummary_562951.pdf (655.88 KB),Finance,19 nos bid opened,Manik Kumbhar,29-Nov-2025 04:59 PM,finance_562951.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_120972_15,EEPTNG-online-12/2025-26,Periodical Maintenance to Kuhabaunsa to Ainlapali for the year 2025-26,1.0,3235179.0,SUBASH CHANDRA AGRAWAL,INR,"1,959,308",1,3244728,AKASH KUMAR JAIN,21-Nov-2025 04:21 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,22-Jan-2026,"INR 1,959,308",60.0,Manik Kumbhar,22-Jan-2026 11:49 AM,6324.pdf (549.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3237106,ASHOK KUMAR PANDEY,20-Nov-2025 10:55 AM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3243216,DEBABRATA BRAHMA,21-Nov-2025 12:49 AM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3243750,DIPAK KUMAR AGRAWAL,21-Nov-2025 12:21 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3242485,KANHA AGRAWAL,20-Nov-2025 05:37 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3222805,Kunja Bihari Sahu,14-Nov-2025 12:08 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3244218,LOKANATH BARIK,21-Nov-2025 03:13 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3242509,MAHAMMED RIZWAN,20-Nov-2025 05:56 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3233880,MANISHA JAIN,19-Nov-2025 12:17 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3242530,M/S AYAAN VENTURES,20-Nov-2025 07:26 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,22-Jan-2026 11:37 AM,,,,,,,AOC
