Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,opening,Josef Tudu,19-Nov-2025 05:06 PM,,BOQ Comparative Chart,05-Jan-2026,"INR 643,189.75",30.0,Biswajit Rayaguru,05-Jan-2026 03:47 PM,16.pdf (1012.00 KB),AOC,1,3151755,ABHISHEK SARAF,25-Oct-2025 06:56 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,2025_CERWI_119580_17,RWKHR02/2025-26,Periodical Maintenance of road from SH-16 to Sandohel (Paver Block ) in the district of Nuapada,1.0,3157668.0,PURNA CHANDRA KUMBHAR,INR,"643,189.75",Technical Evaluation,Internal,"SE, DAO, Estimator",Biswajit Rayaguru,27-Nov-2025 01:35 PM,techsummary_556390.pdf (668.66 KB),Financial Evaluation,Internal,SE DAO Estimator,Biswajit Rayaguru,05-Jan-2026 03:44 PM,finsummary_556390.pdf (691.33 KB),AOC,1.0,ICICI BANK,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,RWKHR02/2025-26,2025_CERWI_119580_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,566",Yes,percentage,1.0%,Nil,Nil,17-Oct-2025 10:00 AM,28-Oct-2025 11:30 AM,17-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,17-Oct-2025 10:00 AM ,27-Oct-2025 11:00 AM ,17-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,SUPERITENDING ENGINEER,O/O THE SERWD KHARIAR,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,NRC,AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Periodical Maintenance of road from SH-16 to Sandohel (Paver Block ) in the district of Nuapada,Periodical Maintenance of road from SH-16 to Sandohel (Paver Block ) in the district of Nuapada,Please refer Tender documents. ,NA ,"7,56,605",Civil Works - Roads,NA ,Tender,90.0,30.0,KHARIAR,766107.0,NA ,NA ,NA ,O/O THE SERWD KHARIAR,No ,No,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3147457,Achutanand Mund,24-Oct-2025 09:12 AM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3146829,ASHOK KUMAR SAHU,23-Oct-2025 09:43 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3156123,JYOTI PRAKASH PANDA,26-Oct-2025 09:13 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3148024,Karunakar Majhi,24-Oct-2025 12:25 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3150458,MAMATA KUMBHAR,27-Oct-2025 09:03 AM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3157668,PURNA CHANDRA KUMBHAR,27-Oct-2025 01:31 PM,Accepted-AOC,Accepted,05-Jan-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3159711,RAMESH CHANDRA PRADHAN,27-Oct-2025 03:16 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3157454,SAROJ KUMAR PANDA,27-Oct-2025 01:42 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3156279,SATPAL SINGH CHHABADA,26-Oct-2025 09:35 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
