Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of Community Centre at Dewan sahi (Gouda Sahi) in Ward No_04,Construction of Community Centre at Dewan sahi (Gouda Sahi) in Ward No_04,Please refer Tender documents. ,NA ,"8,47,458",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,03-Nov-2025 05:00 PM,13-Nov-2025 11:00 AM,03-Nov-2025 05:00 PM,12-Nov-2025 05:00 PM,NA ,NA ,03-Nov-2025 05:00 PM,12-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Executive Officer, Balasore Municipality","Executive Officer, Balasore Municipality",1,ICICI BANK,Municipal Bodies||Balasore Municipality,BM_04_2025_26,2025_ORULB_120702_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,475",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,AOC,1,3217654,SHEIK ABDUL BASIT,12-Nov-2025 03:25 PM,Accepted-AOC,WO,21-Jan-2026 04:02 PM,21-Jan-2026,"INR 847,458",60.0,Pranabananda Sahu,21-Jan-2026 04:01 PM,WO0409.pdf (1013.00 KB),EO ME CP AE AEE,Internal,,Pranabananda Sahu,21-Jan-2026 03:59 PM,techsummary_561434.pdf (1470.35 KB),Municipal Bodies||Balasore Municipality,2025_ORULB_120702_9,BM_04_2025_26,Construction of Community Centre at Dewan sahi (Gouda Sahi) in Ward No_04,EO ME CP AE AEE,Internal,,Pranabananda Sahu,21-Jan-2026 04:00 PM,finsummary_561434.pdf (1012.52 KB),Finance,Tender opened successfully,Pranabananda Sahu,13-Nov-2025 12:47 PM,,BOQ Comparative Chart,1.0,3217654.0,SHEIK ABDUL BASIT,INR,"762,797.19",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3217078,SK SHAUDDIN,12-Nov-2025 02:57 PM,Rejected-Technical,L2,21-Jan-2026 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
