Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Municipal Bodies||Kuchinda NAC,KCDA/NAC-6/2025-26,2025_ORULB_123154_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Dec-2025 10:00 AM,20-Dec-2025 10:00 AM,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,13-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,Executive Officer,"NAC KUCHINDA , AT/PO-KUCHINDA,DIST-SAMBALPUR","Resto. Of road from Binod Bagh house to By Pass Road, W.No-5","Resto. Of road from Binod Bagh house to By Pass Road, W.No-5",As per DTCN ,NA ,"8,47,536",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-5 NAC Kuchinda,768222.0,NA ,NA ,NA ,Office of the NAC Kuchinda,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"8,475",Yes,percentage,1.0%,Nil,Nil,AOC,Pradyut Kumar Mohanty,Internal,"B K Sa, N Nag, M Suna",Nilamadhab Nag,30-Dec-2025 05:09 PM,techsummary_571583.pdf (923.50 KB),Pradyut kumar Mohanty,Internal,"B K Sa,N Nag, M Suna",Nilamadhab Nag,31-Dec-2025 05:19 PM,finsummary_571583.pdf (923.50 KB),Finance,ok,Nilamadhab Nag,22-Dec-2025 12:49 PM,finance_571583.pdf,BOQ Comparative Chart,1.0,3315952.0,GOVIND MEHER,INR,"847,536.48",Municipal Bodies||Kuchinda NAC,2025_ORULB_123154_15,KCDA/NAC-6/2025-26,"Resto. Of road from Binod Bagh house to By Pass Road, W.No-5",1,3316028,ANANTA NARAYAN BEHERA,19-Dec-2025 08:32 AM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,19-Jan-2026,"INR 847,536.48",30.0,Nilamadhab Nag,19-Jan-2026 06:36 PM,43.pdf (356.00 KB),Work Order Issued,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3310339,BINAPANI PATEL,18-Dec-2025 07:53 PM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3315754,BISHAL AGRAWAL,19-Dec-2025 02:00 PM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3315952,GOVIND MEHER,19-Dec-2025 05:11 PM,Accepted-AOC,Awarded through lottery system,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3315774,KAPILASH NAYAK,19-Dec-2025 12:40 AM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3312291,KULAMANI SAHANSIA,18-Dec-2025 09:44 AM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3317054,LAXMI AGRAWAL,19-Dec-2025 02:10 PM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3316052,Santosh Kumar Agrawal,19-Dec-2025 09:52 AM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3315848,SUJIT KUMAR AGARWAL,19-Dec-2025 08:22 AM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3315926,Sushanta Kumar Dwibedy,19-Dec-2025 07:15 AM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3315799,UMESH CHANDRA MAHANANDA,19-Dec-2025 01:51 AM,Rejected-AOC,Rejected,19-Jan-2026 06:36 PM,,,,,,,,AOC
