S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,3260408,DEBARAJ BHUYAN,27-Nov-2025 04:10 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,14,3263689,DEBASIS KUMAR SAHU,28-Nov-2025 03:51 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,15,3259710,D. Pandaba Patro,27-Nov-2025 01:37 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,16,3256778,GATI KRUSHNA SAHU,26-Nov-2025 12:45 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,17,3263258,HADU NAIK,28-Nov-2025 01:08 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,18,3260109,JASMIN SAHU,27-Nov-2025 02:03 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,19,3248186,Jayasen Sahu,23-Nov-2025 04:25 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,20,3260592,JITENDRA KUMAR SENAPATI,27-Nov-2025 04:07 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,21,3261409,Jyoti Ranjan Nayak,28-Nov-2025 10:08 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,22,3264109,JYOTI RANJAN PATRA,28-Nov-2025 03:34 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,23,3251427,KAILASH CHANDRA BISOYI,24-Nov-2025 07:36 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,24,3248202,Krishna Chandra Panda,23-Nov-2025 04:22 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,25,3262493,Krushna Chandra Gouda,28-Nov-2025 10:43 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,26,3262364,Kumar Gouda,28-Nov-2025 09:58 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,27,3261016,KUNA NAYAK,27-Nov-2025 06:07 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,28,3251727,MAMATA KUMARI SATAPATHY,24-Nov-2025 05:28 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,29,3261373,Manoj Kumar Mahapatra,27-Nov-2025 07:30 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,30,3254184,Manoj Kumar Nayak,25-Nov-2025 02:16 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,31,3260252,Mrutyunjaya Sahu,27-Nov-2025 02:50 PM,Accepted-AOC,Winner in the Transparent Lottery System and Awarded to the Contractor.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,32,3252109,NARAYAN NAYAK,24-Nov-2025 07:22 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,33,3260259,Pabitra Gouda,27-Nov-2025 02:42 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,34,3247914,Pabitra Mohan Bisoyi,23-Nov-2025 02:44 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,35,3261349,Pintu Panigrahy,27-Nov-2025 07:44 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,36,3258773,Prabhakar Padhi,28-Nov-2025 09:54 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,37,3259457,Pramod Kumar Patro,27-Nov-2025 02:09 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,38,3260344,PRAMOD KUMAR PRADHAN,28-Nov-2025 03:36 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,39,3255605,Rachana Pradhan,27-Nov-2025 10:47 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,40,3257685,RAJESH KUMAR PATNAIK,26-Nov-2025 04:35 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,41,3255187,RANJAN KUMAR NAHAK,25-Nov-2025 08:24 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,42,3247926,Rojalini Bisoyi,23-Nov-2025 02:24 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,43,3249164,Sachin Kumar Bisoyi,23-Nov-2025 10:27 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,44,3263701,SAGARIKA SAHU,28-Nov-2025 03:32 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,45,3263264,Samir Swain,28-Nov-2025 01:13 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,46,3260125,SANJAYA KUMAR GOUDA,27-Nov-2025 03:22 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,47,3263342,sankar narayan pradhan,28-Nov-2025 03:04 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,48,3246888,Santosh Kumar Jena,22-Nov-2025 08:12 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,49,3262773,Santosh Kumar Panda,28-Nov-2025 11:56 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,50,3253566,SANTOSH KUMAR SABAT,25-Nov-2025 12:13 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,51,3261230,SARAT CHANDRA LENKA,27-Nov-2025 06:39 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,52,3259654,Shishir Kumar Swain,27-Nov-2025 12:41 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,53,3259244,SHUBHENDU KUMAR DASH,27-Nov-2025 03:31 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,54,3251770,Shyam Sundar Padhy,24-Nov-2025 06:31 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,55,3244987,Sibaram Sethi,21-Nov-2025 05:53 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,56,3261849,Sibaram Suar,28-Nov-2025 09:38 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,57,3256292,SIBASUNDAR PRADHAN,26-Nov-2025 01:59 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,58,3259069,SIMANCHAL SAHU,27-Nov-2025 09:29 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,59,3261573,SITARAM PANDA,27-Nov-2025 08:39 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,60,3250426,SRINIBAS PADHI,24-Nov-2025 01:43 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,61,3262199,Sudam Gouda,28-Nov-2025 11:12 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,62,3263174,SUJIT KUMAR MALIK,28-Nov-2025 12:58 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
