S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.",Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126",Improvement to LFB of River Rushikulya near village Putu for the year 2025-26.,Improvement to LFB of River Rushikulya near village Putu for the year 2025-26.,Please refer Tender documents. ,NA ,"35,23,692",Civil Works - Others,NA ,Tender,90.0,90.0,Aska,761110.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,"6,000",0.0,Nil,Nil,No,19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"35,300",Yes,fixed,,Nil,Nil,AOC,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,17-Jan-2026 04:55 PM,techsummary_565401.pdf (1450.82 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,17-Jan-2026 05:28 PM,finsummary_565401.pdf (1745.27 KB),Finance,Sixty Six (66) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 04:57 PM,,BOQ Comparative Chart,17-Jan-2026,"INR 2,995,491",90.0,Sanjay Kumar Pradhan,17-Jan-2026 05:41 PM,AOC27.PDF (386.00 KB),The date of commencement of the work on dated 19.12.2025 and stipulated date of completion on dated 18.03.2026 vide Agreement No.495P1/2025-26 on dated 19.12.2025.,1,3263493,Ahalya Patro,28-Nov-2025 03:03 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_27,e-procurement Notice No.e-BNID-02/2025-26,Improvement to LFB of River Rushikulya near village Putu for the year 2025-26.,1.0,3260252.0,Mrutyunjaya Sahu,INR,"2,995,491",AOC
2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3260275,AKASH CHANDRA DASH,27-Nov-2025 05:25 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3262937,ARUN NAIK,28-Nov-2025 12:17 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3247036,Ashok Kumar Nayak,22-Nov-2025 08:23 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3262400,BASUDEB ROUT,28-Nov-2025 11:02 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3260061,BIKRAM KUMAR PRADHAN,28-Nov-2025 02:38 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3264183,BISWAJIT SINGH JAGDEV,28-Nov-2025 04:17 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3264057,B SUBRAT PATRO,28-Nov-2025 04:02 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3264410,CHANDAN BEHERA,28-Nov-2025 04:24 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3259734,CHANDAN KUMAR MOHINI,27-Nov-2025 12:50 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3257237,CHINMAYA BEHERA,28-Nov-2025 04:55 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,3241713,DASARATHI MALIK,20-Nov-2025 02:34 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,17-Jan-2026 05:41 PM,,,,,,,,,,AOC
