Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Er. Sambit Mohanty,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Executive Engineer (Estimator) Keonjhar R and B Division Keonjhar",Sambit Mohanty,02-Jan-2026 04:16 PM,techsummary_542481.pdf (564.53 KB),02-Jan-2026,"INR 636,196.14",30.0,Sambit Mohanty,02-Jan-2026 04:23 PM,16_B_2025_Sri_Laxmi_Enterpriese.pdf (470.00 KB),Winner of lottery.,1,2964188,ASPIRE CONSTRUCTION,12-Jun-2025 03:21 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,1.0,2957547.0,RAKESH PATTANAYAK,INR,"636,196.14",Finance,Bid opening summary,Sambit Mohanty,13-Jun-2025 01:00 PM,finance_542481.pdf,BOQ Comparative Chart,Er. Sambit Mohanty,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Executive Engineer (Estimator) Keonjhar R and B Division Keonjhar",Sambit Mohanty,02-Jan-2026 04:19 PM,finsummary_542481.pdf (564.53 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,2025_EICCL_114290_4,Bid Identification No PWDK- 05 / 2025-26.,"Provision of AC Machine for District Court Building, Keonjhar for the year 2025-26.",AOC,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,Bid Identification No PWDK- 05 / 2025-26.,2025_EICCL_114290_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Jun-2025 09:00 AM,13-Jun-2025 10:30 AM,07-Jun-2025 09:00 AM,12-Jun-2025 05:00 PM,NA ,NA ,07-Jun-2025 09:00 AM,12-Jun-2025 05:00 PM,"Provision of AC Machine for District Court Building, Keonjhar for the year 2025-26.","Provision of AC Machine for District Court Building, Keonjhar for the year 2025-26.",Please refer Tender documents. ,NA ,"7,48,378",Electrical Works,NA ,Tender,90.0,30.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o the SE, Keonjhar (R and B) Division",No ,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"The Superintending Engineer, Keonjhar(RandB) Divi","O/o the Superintending Engineer, Keonjhar (R and B) Division, Keonjhar -758001","7,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration Certificate, Affidavit, etc.",AOC
,,,,,,,,,,,,,2,2958248,EDITION INTERNATIONAL,09-Jun-2025 05:55 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC
,,,,,,,,,,,,,3,2963180,M/S GANGA ELECTRIC,12-Jun-2025 11:19 AM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,4,2964066,MS Power Enterprises,12-Jun-2025 02:57 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2958297,NARAYANI CONSTRUCTION,09-Jun-2025 06:03 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2964006,Pravu Prasad Dhal,12-Jun-2025 03:04 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2957547,RAKESH PATTANAYAK,09-Jun-2025 02:16 PM,Accepted-AOC,Winner of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2963997,Ratnakar Rout,12-Jun-2025 04:52 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2963456,SITARAM INFRA AND ENERGY PVT LTD,12-Jun-2025 12:34 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2961408,SURABHI ELECTRICAL,11-Jun-2025 01:24 PM,Rejected-AOC,Loser of lottery,02-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
