Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Special Repair to Udulibeda - Pujariguda in the District of Malkangiri for the year 2025-26,Special Repair to Udulibeda - Pujariguda in the District of Malkangiri for the year 2025-26,NA ,NA ,"30,91,136",Civil Works - Roads,NA ,Tender,90.0,30.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI","24,925",Yes,fixed,,Nil,Nil,1.0,Correction of EMD (rev),Fee,,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"03/RWD-I,MKG/2025-26",2025_CERWI_121140_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Nov-2025 09:00 AM,25-Nov-2025 11:00 AM,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,12-Nov-2025 09:00 AM ,21-Nov-2025 05:00 PM ,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,AOC,1,3249689,Amit Kumar Baul,24-Nov-2025 11:06 AM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,02-Jan-2026,"INR 2,627,774.764",30.0,Satya Narayan Behera,02-Jan-2026 07:53 AM,13.PDF (995.00 KB),Work Order,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,02-Jan-2026 07:46 AM,techsummary_563595.pdf (1488.13 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_121140_1,"03/RWD-I,MKG/2025-26",Special Repair to Udulibeda - Pujariguda in the District of Malkangiri for the year 2025-26,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,02-Jan-2026 07:51 AM,finsummary_563595.pdf (1488.13 KB),Finance,summary,Satya Narayan Behera,02-Jan-2026 07:40 AM,finance_563595.pdf,BOQ Comparative Chart,1.0,3245788.0,RATAN BISHWAS,INR,"2,627,774.764",AOC
,,.xls,Boq,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3247564,Aryan Tawari,24-Nov-2025 10:28 AM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3247445,B Sasmita,23-Nov-2025 06:08 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3245773,CHAMELI BISWAS,24-Nov-2025 01:23 AM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3246332,GATI KRUSHNA MAHAPATRA,22-Nov-2025 02:19 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3242116,GOLLECHA DEBENDRA KUMAR JAIN,23-Nov-2025 12:08 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3245737,Himanshu Sekhar Nayak,24-Nov-2025 03:28 AM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3251176,Jagannath Majhi,24-Nov-2025 03:41 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3246215,JANBI CONSTRUCTION,22-Nov-2025 06:17 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3249794,KISHORE CHANDRA RATH,24-Nov-2025 11:27 AM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
