Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,"O/o the E.E. R.W Division, Bonai","2,000",0.0,Nil,Nil,No,S/R to R.I. Office Cum Residence at Kaleiposh for the year 2025-26,S/R to R.I. Office Cum Residence at Kaleiposh for the year 2025-26,Please refer Tender documents. ,NA ,"2,54,221",Civil Works - Buildings,NA ,Tender,90.0,30.0,Bonai,770038.0,NA ,NA ,NA ,"O/o the E.E. R.W Division, Bonai",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits, NRC and required documents as per DTCN",CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,ONLINE-EEBNI-01 of 2025-26,2025_CERWI_120200_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,29-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,29-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,29-Oct-2025 10:00 AM ,04-Nov-2025 05:00 PM ,29-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,"2,540",Yes,fixed,,Nil,Nil,AOC,1,3190119,DASARATHI SWAIN,06-Nov-2025 04:49 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,30-Dec-2025,"INR 216,113",30.0,Jajati Keshari Gadanayak,09-Jan-2026 11:16 AM,1.pdf (1008.00 KB),Awarded,Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,17-Dec-2025 11:03 AM,techsummary_559266.pdf (1109.32 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,2025_CERWI_120200_5,ONLINE-EEBNI-01 of 2025-26,S/R to R.I. Office Cum Residence at Kaleiposh for the year 2025-26,Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,17-Dec-2025 11:08 AM,finsummary_559266.pdf (1109.32 KB),Finance,Admitted,Jajati Keshari Gadanayak,17-Dec-2025 11:00 AM,,BOQ Comparative Chart,1.0,3185798.0,KESHAB CHANDRA PATRA,INR,"216,116",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2,3189175,JUDHISTIR KISAN,06-Nov-2025 03:57 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3185798,KESHAB CHANDRA PATRA,05-Nov-2025 07:09 PM,Accepted-AOC,Awarded,09-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3181643,KISHORI PRASAD JAISWAL,04-Nov-2025 05:23 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3172507,LOKANATH KUANAR,01-Nov-2025 04:08 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3187536,MAMTA ENTERPRISES,06-Nov-2025 10:42 AM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3170565,NIKHILA KALAKAR PRADHAN,31-Oct-2025 06:34 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3189724,Nirmal Kumar Muduli,06-Nov-2025 03:49 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3188720,RB LOGISTICS,06-Nov-2025 02:19 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3177158,SABITRI SAHOO,03-Nov-2025 10:26 PM,Rejected-Finance,By lottery,17-Dec-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
